198,0,10,250,269,30,30,1.1537450449911e-28
198,0,10,250,270,30,30,4.74469083521902e-17
198,0,10,251,270,30,30,1.81460357009578e-22
198,0,10,250,271,30,30,2.32626057524958e-19
198,0,10,251,271,30,30,3.64079105350649e-13
198,0,10,252,271,30,30,5.41624434403409e-19
198,0,10,251,272,30,30,1.5943767572806e-18
198,0,10,252,272,30,30,9.70637354022648e-13
198,0,10,253,272,30,30,6.41324933266813e-19
198,0,10,252,273,30,30,2.14087705887398e-22
198,0,10,253,273,30,30,5.78863818587155e-17
198,0,10,253,274,30,30,1.39886061072824e-28
198,0,10,250,249,30,30,4.72738910984017e-17
198,0,10,230,249,30,30,2.7507378955624e-22
198,0,10,250,250,30,30,4.63038383398896e-11
198,0,10,251,250,30,30,4.8490480248092e-13
198,0,10,230,250,30,30,7.37752183470915e-13
198,0,10,231,250,30,30,8.3763292055267e-18
198,0,10,250,251,30,30,1.78927052031794e-10
198,0,10,251,251,30,30,1.02269881163067e-07
198,0,10,252,251,30,30,4.16596766446909e-10
198,0,10,230,251,30,30,1.04112737735219e-15
198,0,10,231,251,30,30,4.83738500135095e-09
198,0,10,232,251,30,30,7.89097834653304e-15
198,0,10,251,252,30,30,1.88985927486333e-09
198,0,10,252,252,30,30,4.20174664789489e-07
198,0,10,253,252,30,30,7.6018034495349e-10
198,0,10,231,252,30,30,3.26457551201425e-14
198,0,10,232,252,30,30,2.17926713491339e-08
198,0,10,233,252,30,30,5.22228172766394e-15
198,0,10,252,253,30,30,2.96728273270402e-12
198,0,10,253,253,30,30,2.930069730632e-10
198,0,10,232,253,30,30,5.62048620576434e-17
198,0,10,233,253,30,30,5.51172152171459e-12
198,0,10,253,254,30,30,5.85417632278655e-17
198,0,10,233,254,30,30,4.02169804099336e-22
198,0,10,209,228,30,30,2.42984238525903e-37
198,0,10,250,229,30,30,5.96316303616584e-20
198,0,10,230,229,30,30,1.41993379716897e-13
198,0,10,209,229,30,30,3.73189806208798e-14
198,0,10,210,229,30,30,4.83676199642303e-19
198,0,10,250,230,30,30,1.62419721195897e-10
198,0,10,251,230,30,30,6.21173046193706e-16
198,0,10,230,230,30,30,1.41242216235868e-07
198,0,10,231,230,30,30,4.39110081072046e-09
198,0,10,209,230,30,30,2.48386676665911e-16
198,0,10,210,230,30,30,1.3173973781791e-09
198,0,10,211,230,30,30,1.56408275611197e-13
198,0,10,250,231,30,30,6.35658366061786e-14
