425,0,10,397,396,35,35,-3.3545150679734e-33
425,0,10,377,396,35,35,2.17380248614506e-31
425,0,10,397,397,35,35,-6.1352132991532e-17
425,0,10,398,397,35,35,1.06595929846455e-25
425,0,10,377,397,35,35,9.18554659933058e-27
425,0,10,378,397,35,35,-4.06783161882972e-24
425,0,10,397,398,35,35,-5.19277518631548e-17
425,0,10,398,398,35,35,2.32442461259028e-06
425,0,10,399,398,35,35,-6.30393503245162e-14
425,0,10,377,398,35,35,3.36503708621722e-15
425,0,10,378,398,35,35,-2.04938151778635e-16
425,0,10,379,398,35,35,1.06554850918026e-13
425,0,10,398,399,35,35,-1.4292898924801e-12
425,0,10,399,399,35,35,0.998669028563186
425,0,10,378,399,35,35,5.45434579489026e-11
425,0,10,379,399,35,35,-3.90003114950031e-12
425,0,10,397,376,35,35,-6.14313837478085e-33
425,0,10,377,376,35,35,5.474640795778e-35
425,0,10,397,377,35,35,-1.07203456055318e-24
425,0,10,398,377,35,35,8.0618504614822e-22
425,0,10,377,377,35,35,4.13512934777351e-15
425,0,10,378,377,35,35,-4.23089337781401e-24
425,0,10,358,377,35,35,8.12894248891414e-23
425,0,10,397,378,35,35,6.89119344293815e-19
425,0,10,398,378,35,35,-7.12681343745544e-20
425,0,10,399,378,35,35,8.36578403679413e-16
425,0,10,377,378,35,35,-6.1412923578582e-21
425,0,10,378,378,35,35,1.61885411628582e-10
425,0,10,379,378,35,35,-1.94465759178665e-19
425,0,10,358,378,35,35,-7.18612393508034e-21
425,0,10,359,378,35,35,1.32157197736425e-18
425,0,10,398,379,35,35,8.1803484127428e-12
425,0,10,399,379,35,35,-1.32055975421242e-11
425,0,10,378,379,35,35,-4.2930816061455e-14
425,0,10,379,379,35,35,0.00132864680449016
425,0,10,358,379,35,35,8.24842659934931e-13
425,0,10,359,379,35,35,-2.08613413629423e-14
425,0,10,377,356,35,35,2.17355393548904e-31
425,0,10,377,357,35,35,-6.8438312079594e-29
425,0,10,378,357,35,35,3.03079982019794e-26
425,0,10,358,357,35,35,-8.00818726505293e-29
425,0,10,377,358,35,35,1.22924088923114e-20
425,0,10,378,358,35,35,-7.48634708846397e-22
425,0,10,379,358,35,35,3.89242603687344e-19
425,0,10,358,358,35,35,8.56173746941536e-13
425,0,10,359,358,35,35,-3.63783539428538e-22
425,0,10,378,359,35,35,-9.85408722788881e-22
425,0,10,379,359,35,35,7.0459865552827e-23
425,0,10,358,359,35,35,2.60371454825896e-24
425,0,10,359,359,35,35,-2.85022720384239e-14
425,0,10,358,337,35,35,8.84292458231721e-30
425,0,10,358,338,35,35,1.29439970374533e-32
425,0,10,359,338,35,35,-2.38047992413213e-30
425,0,10,358,339,35,35,8.85465247479059e-30
425,0,10,359,339,35,35,-2.23945652788376e-31
425,10,20,397,396,35,35,-2.93873488721541e-34
425,10,20,377,396,35,35,2.23202828976325e-32
425,10,20,397,397,35,35,-5.38278761827722e-18
425,10,20,398,397,35,35,1.06754349617353e-25
425,10,20,377,397,35,35,9.44564317236994e-28
425,10,20,378,397,35,35,-2.42754670942799e-24
425,10,20,397,398,35,35,-4.54914487242135e-18
425,10,20,398,398,35,35,2.32441190054885e-06
425,10,20,399,398,35,35,-7.56878058669242e-14
425,10,20,377,398,35,35,3.4551670835123e-16
425,10,20,378,398,35,35,-1.22118120297644e-16
