250,0,189,66_0,1.26282439117367e-13
250,0,190,66_0,4.90594814678986e-11
250,0,169,66_0,1.93685809455722e-08
250,0,170,66_0,0.999999857415279
250,0,171,66_0,2.04552416298664e-10
250,0,149,66_0,1.7182236984317e-10
250,0,150,66_0,1.22787799546913e-07
250,0,151,66_0,2.77849931117193e-12
250,0,129,66_0,1.76281160898197e-20
250,0,130,66_0,4.5211926542233e-18
250,10,189,66_0,3.30326740006805e-16
250,10,190,66_0,7.69878405597826e-13
250,10,169,66_0,1.33950422432057e-08
250,10,170,66_0,0.99999989976339
250,10,171,66_0,1.33540297670326e-12
250,10,149,66_0,9.1020174048222e-11
250,10,150,66_0,8.67484042741459e-08
250,10,151,66_0,3.53313105026584e-14
250,10,129,66_0,2.94504405674825e-24
250,10,130,66_0,5.93237866299302e-21
250,20,189,66_0,8.69714875228189e-19
250,20,190,66_0,1.2101951826841e-14
250,20,169,66_0,9.45597470067747e-09
250,20,170,66_0,0.99999992769279
250,20,171,66_0,8.72663132714394e-15
250,20,149,66_0,4.82422814524235e-11
250,20,150,66_0,6.28029692291614e-08
250,20,151,66_0,4.49422824253086e-16
250,20,129,66_0,5.47343639336172e-28
250,20,130,66_0,8.13425833902875e-24
250,30,189,66_0,6.2300035147993e-21
250,30,190,66_0,2.10662478941092e-16
250,30,169,66_0,6.85847731025164e-09
250,30,170,66_0,0.999999946222874
250,30,171,66_0,6.55682175278457e-17
250,30,149,66_0,2.55950119301883e-11
250,30,150,66_0,4.68930506660744e-08
250,30,151,66_0,5.81802281377446e-18
250,30,129,66_0,2.68324730771806e-29
250,30,130,66_0,1.04212703251536e-25
250,40,189,66_0,2.83763240742402e-21
250,40,190,66_0,2.40535398657338e-17
250,40,169,66_0,5.14563770709664e-09
250,40,170,66_0,0.999999958518633
250,40,171,66_0,9.00842407746285e-18
250,40,149,66_0,1.36051917833986e-11
250,40,150,66_0,3.63221216477922e-08
250,40,151,66_0,1.43588399695644e-19
250,40,129,66_0,1.67094619866032e-29
250,40,130,66_0,7.41201103212731e-26
250,50,189,66_0,2.08115730072459e-21
250,50,190,66_0,2.11206662598457e-17
250,50,169,66_0,4.01615909925485e-09
250,50,170,66_0,0.999999966678035
250,50,171,66_0,8.62778980661775e-18
250,50,149,66_0,7.25758492898344e-12
250,50,150,66_0,2.92985454056415e-08
250,50,151,66_0,4.91066177547697e-20
250,50,129,66_0,1.09299755950165e-29
250,50,130,66_0,6.1550797781478e-26
250,60,189,66_0,1.58619684530122e-21
250,60,190,66_0,2.10716459915956e-17
250,60,169,66_0,3.27136071471621e-09
250,60,170,66_0,0.999999972092823
250,60,171,66_0,8.61773656666128e-18
250,60,149,66_0,3.89705191807039e-12
250,60,150,66_0,2.46319159209591e-08
250,60,151,66_0,3.30711270927139e-20
250,60,129,66_0,7.5117037280748e-30
250,60,130,66_0,5.32118311703434e-26
250,70,189,66_0,1.25982223168324e-21
250,70,190,66_0,2.1068900715011e-17
250,70,169,66_0,2.78022889631968e-09
250,70,170,66_0,0.99999997568635
250,70,171,66_0,8.61264237079642e-18
250,70,149,66_0,2.1179226880854e-12
250,70,150,66_0,2.15312993925508e-08
250,70,151,66_0,2.30111232873652e-20
250,70,129,66_0,5.42561563370962e-30
250,70,130,66_0,4.76717879823979e-26
250,80,189,66_0,1.04460724052878e-21
250,80,190,66_0,2.10675546170816e-17
250,80,169,66_0,2.45637116661424e-09
250,80,170,66_0,0.999999978071268
250,80,171,66_0,8.60926802436108e-18
250,80,149,66_0,1.17601446920349e-12
250,80,150,66_0,1.94711811131734e-08
250,80,151,66_0,1.63345916551094e-20
250,80,129,66_0,4.10750129637799e-30
250,80,130,66_0,4.39909169963942e-26
250,90,189,66_0,9.02694468297902e-22
250,90,190,66_0,2.10666742841026e-17
250,90,169,66_0,2.24281937292354e-09
250,90,170,66_0,0.999999979654102
250,90,171,66_0,8.60702610889015e-18
250,90,149,66_0,6.77345562035851e-13
250,90,150,66_0,1.81023974735056e-08
250,90,151,66_0,1.18986670845123e-20
250,90,129,66_0,3.24418928027238e-30
250,90,130,66_0,4.15451223227019e-26
250,100,189,66_0,8.09120767808526e-22
250,100,190,66_0,2.10660939292477e-17
250,100,169,66_0,2.10200871310452e-09
250,100,170,66_0,0.999999980704617
250,100,171,66_0,8.60553654724723e-18
250,100,149,66_0,4.13335899847712e-13
250,100,150,66_0,1.71929572126437e-08
250,100,151,66_0,8.95137387361454e-21
250,100,129,66_0,2.65905038512725e-30
250,100,130,66_0,3.9919880749188e-26
250,110,189,66_0,7.47426069656115e-22
250,110,190,66_0,2.10657112935601e-17
250,110,169,66_0,2.00916990449021e-09
250,110,170,66_0,0.999999981401831
250,110,171,66_0,8.60454687720151e-18
250,110,149,66_0,2.73559832656259e-13
250,110,150,66_0,1.65887218772358e-08
250,110,151,66_0,6.99318182482237e-21
250,110,129,66_0,2.2504378905932e-30
250,110,130,66_0,3.88398429760676e-26
250,120,189,66_0,7.06757976003812e-22
250,120,190,66_0,2.10654590667549e-17
250,120,169,66_0,1.94797214669286e-09
250,120,170,66_0,0.999999981864543
250,120,171,66_0,8.60388936238459e-18
250,120,149,66_0,1.99556185893378e-13
250,120,150,66_0,1.61872813320298e-08
250,120,151,66_0,5.69220249335538e-21
250,120,129,66_0,1.95842120431632e-30
250,120,130,66_0,3.81220954778523e-26
250,130,189,66_0,6.79962771074854e-22
250,130,190,66_0,2.10652928807914e-17
250,130,169,66_0,1.90765045437745e-09
250,130,170,66_0,0.999999982171589
