410,0,10,182,201,25_1,25_1,8.24303110270042e-16
410,0,10,182,202,25_1,25_1,3.13464767318848e-15
410,0,10,183,202,25_1,25_1,1.33002135936871e-13
410,0,10,182,203,25_1,25_1,3.93966718419522e-15
410,0,10,183,203,25_1,25_1,3.91048455987389e-15
410,0,10,184,203,25_1,25_1,3.93966718419523e-15
410,0,10,183,204,25_1,25_1,1.32183938755571e-13
410,0,10,184,204,25_1,25_1,3.11536407392518e-15
410,0,10,161,180,25_1,25_1,2.40833810007974e-10
410,0,10,182,181,25_1,25_1,4.25484944774204e-11
410,0,10,161,181,25_1,25_1,2.37113424543092e-10
410,0,10,162,181,25_1,25_1,2.97253106991769e-08
410,0,10,182,182,25_1,25_1,2.71372367678661e-08
410,0,10,183,182,25_1,25_1,7.70238711818097e-10
410,0,10,161,182,25_1,25_1,4.32440386620416e-09
410,0,10,162,182,25_1,25_1,1.26822895960484e-08
410,0,10,163,182,25_1,25_1,1.86501441719333e-07
410,0,10,182,183,25_1,25_1,5.97221035105152e-11
410,0,10,183,183,25_1,25_1,8.8616848119511e-08
410,0,10,184,183,25_1,25_1,5.97221035105153e-11
410,0,10,162,183,25_1,25_1,4.1723170332162e-08
410,0,10,163,183,25_1,25_1,1.43536709982638e-08
410,0,10,164,183,25_1,25_1,4.17231703321621e-08
410,0,10,183,184,25_1,25_1,6.87976016839711e-10
410,0,10,184,184,25_1,25_1,2.4238937582771e-08
410,0,10,163,184,25_1,25_1,1.66582797047511e-07
410,0,10,164,184,25_1,25_1,1.13278012995504e-08
410,0,10,165,184,25_1,25_1,3.86255079292873e-09
410,0,10,184,185,25_1,25_1,1.90581285801808e-12
410,0,10,164,185,25_1,25_1,1.33144262881351e-09
410,0,10,165,185,25_1,25_1,1.06206769206072e-11
410,0,10,161,160,25_1,25_1,1.09848554836285e-08
410,0,10,141,160,25_1,25_1,5.72256689804513e-07
410,0,10,182,161,25_1,25_1,4.17683096017891e-08
410,0,10,161,161,25_1,25_1,8.14010799213329e-06
410,0,10,162,161,25_1,25_1,6.82637690816853e-07
410,0,10,141,161,25_1,25_1,2.83672041637569e-07
410,0,10,142,161,25_1,25_1,1.79948902862848e-05
410,0,10,182,162,25_1,25_1,4.33575306875546e-09
410,0,10,183,162,25_1,25_1,1.83964668173616e-07
410,0,10,161,162,25_1,25_1,2.41622005838867e-08
410,0,10,162,162,25_1,25_1,0.000105929779224499
410,0,10,163,162,25_1,25_1,1.04205929497562e-06
410,0,10,141,162,25_1,25_1,1.25873125460185e-06
410,0,10,142,162,25_1,25_1,1.86795686788663e-06
410,0,10,143,162,25_1,25_1,1.04066798289045e-07
410,0,10,182,163,25_1,25_1,6.30241423626592e-08
410,0,10,183,163,25_1,25_1,6.25572983924065e-08
410,0,10,184,163,25_1,25_1,6.30241423626593e-08
410,0,10,162,163,25_1,25_1,1.03003103114126e-06
410,0,10,163,163,25_1,25_1,0.000529719741115537
410,0,10,164,163,25_1,25_1,1.03003103114126e-06
410,0,10,142,163,25_1,25_1,2.71524641053385e-05
410,0,10,143,163,25_1,25_1,3.53879786697206e-08
410,0,10,144,163,25_1,25_1,2.71524641053385e-05
410,0,10,183,164,25_1,25_1,4.11854402379898e-09
410,0,10,184,164,25_1,25_1,9.70674970757886e-11
410,0,10,163,164,25_1,25_1,2.33293008074555e-08
410,0,10,164,164,25_1,25_1,2.37152309461767e-06
410,0,10,165,164,25_1,25_1,5.40935864503524e-10
410,0,10,143,164,25_1,25_1,2.32981525433322e-09
410,0,10,144,164,25_1,25_1,4.18192399188752e-08
410,0,10,145,164,25_1,25_1,2.81800855440182e-08
410,0,10,184,165,25_1,25_1,5.64026788368583e-10
410,0,10,164,165,25_1,25_1,9.21813566413237e-09
410,0,10,165,165,25_1,25_1,1.0992158915571e-07
410,0,10,144,165,25_1,25_1,2.42997628392972e-07
410,0,10,145,165,25_1,25_1,3.83062259689683e-09
410,0,10,161,140,25_1,25_1,9.83738041857997e-07
410,0,10,141,140,25_1,25_1,1.19888397732897e-06
410,0,10,121,140,25_1,25_1,7.8325303037908e-06
410,0,10,161,141,25_1,25_1,1.40925677866569e-06
410,0,10,162,141,25_1,25_1,0.000176669016870219
410,0,10,141,141,25_1,25_1,0.00256742629697766
410,0,10,142,141,25_1,25_1,0.000108948308296053
