325,0,289,29,2.94053839531257e-17
325,0,290,29,3.69411629950133e-18
325,0,268,29,-8.09237820180739e-12
325,0,269,29,3.96878821022196e-09
325,0,270,29,1.05903257941889e-09
325,0,271,29,-3.43250873501543e-12
325,0,247,29,8.86437486220538e-18
325,0,248,29,2.34974242353334e-09
325,0,249,29,0.614066383442726
325,0,250,29,0.30596529184515
325,0,251,29,1.36625051297104e-09
325,0,252,29,6.44176302074965e-18
325,0,227,29,-3.24227266982093e-19
325,0,228,29,-3.53533823555979e-11
325,0,229,29,0.000293919989543373
325,0,230,29,0.0796743954712675
325,0,231,29,2.84251306843056e-10
325,0,232,29,1.1522321645472e-18
325,0,208,29,-3.71196805860087e-15
325,0,209,29,-2.03193631818461e-12
325,0,210,29,2.73054598058182e-10
325,0,211,29,-8.92198071861573e-13
325,0,189,29,-1.85596377594264e-20
325,0,190,29,1.00108394444803e-18
325,10,289,29,3.01460688604253e-18
325,10,290,29,8.1938814237608e-20
325,10,268,29,-5.272023128953e-13
325,10,269,29,1.92560602571717e-09
325,10,270,29,1.45635726845444e-10
325,10,271,29,-7.22412202216534e-15
325,10,247,29,1.22459055217426e-20
325,10,248,29,4.31607698042103e-10
325,10,249,29,0.614066453682053
325,10,250,29,0.305965287587471
325,10,251,29,3.70779942559414e-10
325,10,252,29,1.63159913694684e-19
325,10,227,29,-2.01710250779505e-20
325,10,228,29,-1.06401045611752e-11
325,10,229,29,0.000293870144706261
325,10,230,29,0.079674385640898
325,10,231,29,4.94632206179875e-11
325,10,232,29,3.21029379320044e-20
325,10,208,29,-1.67783292289831e-16
325,10,209,29,-6.0291337072682e-24
325,10,210,29,3.29568383889547e-11
325,10,211,29,-2.65073925431207e-15
325,10,189,29,-2.77631964643584e-22
325,10,190,29,1.7673688469115e-20
325,20,289,29,3.09054010818209e-19
325,20,290,29,1.8174254913657e-21
325,20,268,29,-3.4346216137202e-14
325,20,269,29,9.34279775601681e-10
325,20,270,29,2.00275701043545e-11
