tile,antennaID,RSS,mno_name,maxconnections,x,y,SDM,SDM_ori,RSS_ori,nAntCover,rasterCell
10,35,,MNO1,56,9950,9750,,1.32579395049391e-16,-121.011,2,391
10,36,,MNO1,56,7700,7700,,1.13302528869578e-14,-115.778,2,391
10,37,,MNO1,56,1750,1750,,4.86906014349123e-10,-103.227,2,391
10,38,,MNO1,56,4490,3225,,1.85225805622675e-07,-96.2241,2,391
10,39,-79.3473,MNO1,56,5750,1250,0.422487555294059,0.422487555294059,-79.3473,2,391
10,40,,MNO1,56,5100,2950,,1.04008196014701e-06,-94.3069,2,391
10,41,,MNO1,56,9500,7500,,2.98199130919452e-14,-114.604,2,391
10,42,,MNO1,56,8515,5700,,3.57377019628533e-12,-109.286,2,391
10,43,,MNO1,56,9650,5000,,3.55955672940352e-11,-106.732,2,391
10,44,,MNO1,56,6750,3250,,1.44823490227552e-07,-97.4975,2,391
10,45,,MNO1,56,5475,3500,,2.25823926901695e-07,-97.0039,2,391
10,46,,MNO1,56,6250,2500,,7.61709367336042e-07,-95.653,2,391
10,47,,MNO1,56,8750,4750,,2.95451947347318e-11,-106.939,2,391
10,48,,MNO1,56,4430,2575,,9.17168835209156e-06,-92.8882,2,391
10,49,-73.9794,MNO1,56,4750,750,0.995585955172682,0.995585955172682,-73.9794,2,391
10,50,,MNO1,56,9250,1000,,7.59557491239529e-09,-100.773,2,391
10,51,,MNO1,56,9250,3000,,1.87542635501702e-11,-107.444,2,391
10,52,,MNO1,56,7500,2500,,1.38192952641337e-08,-100.108,2,391
10,53,,MNO1,56,7800,3200,,1.45729318104973e-08,-100.049,2,391
10,54,,MNO1,56,8950,3550,,3.74885676023891e-10,-104.116,2,391
10,55,,MNO1,56,9500,4250,,5.72716770339645e-12,-108.762,2,391
10,56,,MNO1,56,9250,2250,,2.82197225839668e-11,-106.99,2,391
10,57,,MNO1,56,9880,3371,,6.11922847789169e-11,-106.13,2,391
10,58,,MNO1,56,8000,7000,,1.05371405255739e-12,-110.643,2,391
10,59,,MNO1,56,8000,6250,,1.53695964562028e-13,-112.782,2,391
10,60,,MNO1,56,5750,4500,,5.6228352123487e-11,-106.224,2,391
10,61,,MNO1,56,8500,2250,,2.02565017620838e-08,-99.6831,2,391
10,62,,MNO1,56,8030,2650,,3.6324258656663e-08,-99.0342,2,391
10,63,,MNO1,56,4750,2000,,0.00161194581916617,-87.143,2,391
10,64,,MNO1,56,7750,4750,,7.48215697397004e-12,-108.465,2,391
10,65,,MNO1,56,7000,4500,,4.40189893029923e-11,-106.496,2,391
10,66,,MNO1,56,5100,4000,,2.61159388235004e-08,-99.4008,2,391
10,67,,MNO1,56,9250,5500,,4.77942915591836e-12,-108.963,2,391
10,68,,MNO1,56,8250,5250,,5.80500871199316e-12,-108.747,2,391
10,69,,MNO1,56,4750,5250,,4.56501187758421e-12,-109.014,2,391
10,70,,MNO1,56,8700,6500,,4.50726843683758e-14,-114.145,2,391
11,01,,MNO1,56,500,10000,,6.56508746362599e-09,-113.683,2,392
11,02,,MNO1,56,8000,9750,,5.69083057747412e-13,-115.593,2,392
11,03,,MNO1,56,5750,7000,,1.41938136172319e-12,-110.312,2,392
11,04,,MNO1,56,9750,6250,,5.42051756135013e-14,-113.94,2,392
11,05,,MNO1,56,7250,5500,,9.85359164603108e-11,-109.946,2,392
11,06,,MNO1,56,4000,4500,,2.58407041093337e-09,-101.971,2,392
11,07,,MNO1,56,6500,4000,,1.02977541384395e-08,-99.7194,2,392
11,08,,MNO1,56,8000,4000,,2.86251858054939e-20,-128,2,392
11,09,,MNO1,56,8000,4000,,1.01024341010031e-14,-115.226,2,392
11,10,,MNO1,56,8000,4000,,3.32821466273061e-11,-107.126,2,392
11,11,,MNO1,56,8500,3000,,1.85710925712765e-12,-100.004,2,392
11,12,,MNO1,56,250,2500,,1.6840237565198e-11,-107.185,2,392
11,13,,MNO1,56,0,3500,,3.67763953593869e-12,-108.975,2,392
11,14,,MNO1,56,8750,1500,,4.05725444872736e-06,-95.2075,2,392
11,15,,MNO1,56,6750,1875,0.413212683204683,0.413212683204683,-94.2338,2,392
11,16,,MNO1,56,9750,1750,,1.64586459416297e-09,-105.225,2,392
11,17,,MNO1,56,5500,9500,,1.28095540405236e-13,-114.686,2,392
11,18,,MNO1,56,3250,9250,,1.09265029565852e-13,-114.845,2,392
11,19,,MNO1,56,750,7500,,2.96123440145369e-13,-113.848,2,392
11,20,,MNO1,56,4250,8250,,1.12526787219119e-12,-112.513,2,392
11,21,,MNO1,56,650,6250,,4.00358937267357e-14,-115.849,2,392
11,22,,MNO1,56,2250,7750,,8.47911608339095e-13,-112.796,2,392
11,23,,MNO1,56,750,5000,,4.00925808873182e-13,-113.545,2,392
11,24,,MNO1,56,2500,5500,,1.21148990648415e-10,-107.834,2,392
11,25,,MNO1,56,1750,3500,,1.30839465274699e-10,-104.773,2,392
11,26,,MNO1,56,3250,3750,,8.05977808171816e-11,-105.343,2,392
11,27,,MNO1,56,3250,2400,,8.11359186009841e-08,-97.2084,2,392
11,28,,MNO1,56,3750,6500,,1.57445032115757e-13,-112.682,2,392
11,29,,MNO1,56,5000,6000,,6.62768921610876e-13,-110.991,2,392
11,30,,MNO1,56,6000,5250,,8.56788675556055e-12,-107.98,2,392
11,31,,MNO1,56,6750,6500,,2.6827870788048e-13,-112.055,2,392
11,32,,MNO1,56,6600,8300,,3.7370304619555e-14,-114.374,2,392
11,33,,MNO1,56,1000,0,,1.98112692128573e-09,-101.576,2,392
11,34,,MNO1,56,9250,8300,,2.14507902868415e-15,-117.736,2,392
11,35,,MNO1,56,9950,9750,,1.7866841787482e-16,-120.66,2,392
11,36,,MNO1,56,7700,7700,,1.48214639184314e-14,-115.462,2,392
11,37,,MNO1,56,1750,1750,,8.91010497255991e-11,-105.225,2,392
11,38,,MNO1,56,4490,3225,,8.52736717130536e-08,-97.086,2,392
11,39,-77.4576,MNO1,56,5750,1250,0.800298335158584,0.800298335158584,-77.4576,2,392
11,40,,MNO1,56,5100,2950,,6.93086730682813e-07,-94.7579,2,392
11,41,,MNO1,56,9500,7500,,4.65150722699519e-14,-114.11,2,392
11,42,,MNO1,56,8515,5700,,6.46123913473221e-12,-108.628,2,392
11,43,,MNO1,56,9650,5000,,7.79541720226763e-11,-105.861,2,392
11,44,,MNO1,56,6750,3250,,3.55407664574411e-07,-96.5,2,392
11,45,,MNO1,56,5475,3500,,2.2179546207047e-07,-97.0239,2,392
11,46,,MNO1,56,6250,2500,,2.13850806380492e-06,-94.506,2,392
11,47,,MNO1,56,8750,4750,,6.59384094289463e-11,-106.047,2,392
11,48,,MNO1,56,4430,2575,,2.66511682343802e-06,-94.2614,2,392
11,49,-81.9382,MNO1,56,4750,750,,0.148757447262884,-81.9382,2,392
11,50,,MNO1,56,9250,1000,,5.37452764529578e-08,-98.5989,2,392
11,51,,MNO1,56,9250,3000,,7.26694528861503e-11,-105.939,2,392
11,52,,MNO1,56,7500,2500,,7.72012585798122e-08,-98.1965,2,392
11,53,,MNO1,56,7800,3200,,5.0878772129596e-08,-98.6598,2,392
11,54,,MNO1,56,8950,3550,,1.18633157507016e-09,-102.836,2,392
11,55,,MNO1,56,9500,4250,,1.50160723266801e-11,-107.691,2,392
11,56,,MNO1,56,9250,2250,,1.43111080550788e-10,-105.186,2,392
11,57,,MNO1,56,9880,3371,,1.93992813727321e-10,-104.848,2,392
11,58,,MNO1,56,8000,7000,,1.5212328869578e-12,-110.235,2,392
11,59,,MNO1,56,8000,6250,,2.43880022893217e-13,-112.269,2,392
11,60,,MNO1,56,5750,4500,,6.25847173095739e-11,-106.105,2,392
11,61,,MNO1,56,8500,2250,,1.1753259735579e-07,-97.7295,2,392
11,62,,MNO1,56,8030,2650,,1.76916109046564e-07,-97.2751,2,392
11,63,,MNO1,56,4750,2000,,0.000340637840672234,-88.8715,2,392
11,64,,MNO1,56,7750,4750,,1.49755836157553e-11,-107.694,2,392
11,65,,MNO1,56,7000,4500,,7.83057562680055e-11,-105.856,2,392
11,66,,MNO1,56,5100,4000,,2.10975267052091e-08,-99.6379,2,392
11,67,,MNO1,56,9250,5500,,9.49742886246616e-12,-108.2,2,392
11,68,,MNO1,56,8250,5250,,1.11375370113159e-11,-108.023,2,392
11,69,,MNO1,56,4750,5250,,3.62886931369463e-12,-109.269,2,392
11,70,,MNO1,56,8700,6500,,7.48118574825174e-14,-113.582,2,392
12,01,,MNO1,56,500,10000,,5.47814111853445e-09,-114.045,1,393
12,02,,MNO1,56,8000,9750,,6.50848173715877e-13,-115.414,1,393
12,03,,MNO1,56,5750,7000,,1.36181874103052e-12,-110.358,1,393
12,04,,MNO1,56,9750,6250,,9.6599773346924e-14,-113.298,1,393
12,05,,MNO1,56,7250,5500,,1.4852022077086e-10,-109.573,1,393
12,06,,MNO1,56,4000,4500,,1.30743321288257e-09,-102.728,1,393
12,07,,MNO1,56,6500,4000,,1.42390162881229e-08,-99.4248,1,393
12,08,,MNO1,56,8000,4000,,1.64493662868726e-20,-128.554,1,393
12,09,,MNO1,56,8000,4000,,7.58514175827009e-14,-113.21,1,393
12,10,,MNO1,56,8000,4000,,5.48181375220894e-11,-106.627,1,393
12,11,,MNO1,56,8500,3000,,1.82914917996146e-10,-98.474,1,393
12,12,,MNO1,56,250,2500,,5.68778626843955e-12,-108.462,1,393
12,13,,MNO1,56,0,3500,,1.45487664349624e-12,-110.066,1,393
12,14,,MNO1,56,8750,1500,,0.000627963721816001,-92.6862,1,393
12,15,,MNO1,56,6750,1875,0.934309289150913,0.934309289150913,-92.2301,1,393
12,16,,MNO1,56,9750,1750,,1.21370872251104e-08,-103.227,1,393
12,17,,MNO1,56,5500,9500,,1.21970156372399e-13,-114.735,1,393
12,18,,MNO1,56,3250,9250,,8.3996606138215e-14,-115.108,1,393
12,19,,MNO1,56,750,7500,,1.6999625287754e-13,-114.403,1,393
12,20,,MNO1,56,4250,8250,,9.02146022930544e-13,-112.734,1,393
12,21,,MNO1,56,650,6250,,1.95070588994832e-14,-116.568,1,393
12,22,,MNO1,56,2250,7750,,5.40111929488578e-13,-113.247,1,393
12,23,,MNO1,56,750,5000,,1.61382350111775e-13,-114.455,1,393
12,24,,MNO1,56,2500,5500,,5.76287235339765e-11,-108.577,1,393
12,25,,MNO1,56,1750,3500,,4.49486674754718e-11,-106.03,1,393
12,26,,MNO1,56,3250,3750,,2.89645050315109e-11,-106.547,1,393
12,27,,MNO1,56,3250,2400,,1.60060347169801e-08,-99.118,1,393
12,28,,MNO1,56,3750,6500,,1.081345618796e-13,-113.124,1,393
12,29,,MNO1,56,5000,6000,,5.34069721428449e-13,-111.245,1,393
12,30,,MNO1,56,6000,5250,,8.56788675556055e-12,-107.98,1,393
12,31,,MNO1,56,6750,6500,,3.08408867620904e-13,-111.891,1,393
12,32,,MNO1,56,6600,8300,,3.99658921819307e-14,-114.295,1,393
12,33,,MNO1,56,1000,0,,4.7951305270735e-10,-103.245,1,393
12,34,,MNO1,56,9250,8300,,2.95035763412549e-15,-117.361,1,393
12,35,,MNO1,56,9950,9750,,2.35316560563676e-16,-120.336,1,393
12,36,,MNO1,56,7700,7700,,1.83774872211098e-14,-115.209,1,393
12,37,,MNO1,56,1750,1750,,1.89844669509403e-11,-107.044,1,393
12,38,,MNO1,56,4490,3225,,3.04499942857691e-08,-98.2302,1,393
12,39,-79.3473,MNO1,56,5750,1250,0.422487555294059,0.422487555294059,-79.3473,1,393
12,40,,MNO1,56,5100,2950,,2.98845147561426e-07,-95.6926,1,393
12,41,,MNO1,56,9500,7500,,7.01809140832967e-14,-113.653,1,393
12,42,,MNO1,56,8515,5700,,1.09881906180111e-11,-108.038,1,393
12,43,,MNO1,56,9650,5000,,1.67523077142633e-10,-105.011,1,393
12,44,,MNO1,56,6750,3250,,6.43836745447371e-07,-95.8398,1,393
12,45,,MNO1,56,5475,3500,,1.53645143926199e-07,-97.4318,1,393
12,46,,MNO1,56,6250,2500,,3.11720710025729e-06,-94.0873,1,393
12,47,,MNO1,56,8750,4750,,1.39927036065056e-10,-105.211,1,393
12,48,,MNO1,56,4430,2575,,5.86730294616613e-07,-95.943,1,393
12,49,,MNO1,56,4750,750,,0.000774189030400162,-87.9588,1,393
12,50,,MNO1,56,9250,1000,,4.99833647024676e-07,-96.1211,1,393
12,51,,MNO1,56,9250,3000,,2.94807062112499e-10,-104.383,1,393
12,52,,MNO1,56,7500,2500,,3.80670989057477e-07,-96.4237,1,393
12,53,,MNO1,56,7800,3200,,1.59880342658849e-07,-97.3876,1,393
12,54,,MNO1,56,8950,3550,,3.73394693311611e-09,-101.562,1,393
12,55,,MNO1,56,9500,4250,,3.90530553760524e-11,-106.629,1,393
12,56,,MNO1,56,9250,2250,,8.1878465691472e-10,-103.248,1,393
12,57,,MNO1,56,9880,3371,,6.39266301797531e-10,-103.523,1,393
12,58,,MNO1,56,8000,7000,,2.06766740813952e-12,-109.894,1,393
12,59,,MNO1,56,8000,6250,,3.60422298340866e-13,-111.835,1,393
12,60,,MNO1,56,5750,4500,,5.6228352123487e-11,-106.224,1,393
12,61,,MNO1,56,8500,2250,,7.52646065151226e-07,-95.6663,1,393
12,62,,MNO1,56,8030,2650,,8.43175392396422e-07,-95.5401,1,393
12,63,,MNO1,56,4750,2000,,4.41016173055009e-05,-91.1433,1,393
12,64,,MNO1,56,7750,4750,,2.68810375946574e-11,-107.044,1,393
12,65,,MNO1,56,7000,4500,,1.17827432286689e-10,-105.402,1,393
12,66,,MNO1,56,5100,4000,,1.33306490458379e-08,-100.148,1,393
12,67,,MNO1,56,9250,5500,,1.81727117750755e-11,-107.479,1,393
12,68,,MNO1,56,8250,5250,,1.98304991943492e-11,-107.382,1,393
12,69,,MNO1,56,4750,5250,,2.51587615820095e-12,-109.676,1,393
12,70,,MNO1,56,8700,6500,,1.17857515007122e-13,-113.077,1,393
13,01,,MNO1,56,500,10000,,4.53473130397052e-09,-114.423,1,394
13,02,,MNO1,56,8000,9750,,7.21279266818247e-13,-115.277,1,394
13,03,,MNO1,56,5750,7000,,1.2027626461768e-12,-110.496,1,394
13,04,,MNO1,56,9750,6250,,1.65467763755368e-13,-112.7,1,394
13,05,,MNO1,56,7250,5500,,1.91487228738664e-10,-109.342,1,394
13,06,,MNO1,56,4000,4500,,6.04028338768168e-10,-103.586,1,394
13,07,,MNO1,56,6500,4000,,1.42390162881229e-08,-99.4248,1,394
13,08,,MNO1,56,8000,4000,,6.64116203119565e-21,-129.461,1,394
13,09,,MNO1,56,8000,4000,,5.09676593871896e-13,-111.305,1,394
13,10,,MNO1,56,8000,4000,,6.68212481379676e-11,-106.429,1,394
13,11,,MNO1,56,8500,3000,,1.46298772150873e-08,-97.0134,1,394
13,12,,MNO1,56,250,2500,,2.05098694919267e-12,-109.662,1,394
13,13,,MNO1,56,0,3500,,5.99518237332684e-13,-111.109,1,394
13,14,,MNO1,56,8750,1500,,0.15540796769199,-89.8464,1,394
13,15,,MNO1,56,6750,1875,0.978822271537866,0.978822271537866,-91.4444,1,394
13,16,,MNO1,56,9750,1750,,1.09976392263195e-07,-101.023,1,394
13,17,,MNO1,56,5500,9500,,1.10584108565732e-13,-114.833,1,394
13,18,,MNO1,56,3250,9250,,6.2226216302617e-14,-115.408,1,394
13,19,,MNO1,56,750,7500,,9.6329672299485e-14,-114.971,1,394
13,20,,MNO1,56,4250,8250,,6.84560067634666e-13,-113.01,1,394
13,21,,MNO1,56,650,6250,,9.46666229696442e-15,-117.291,1,394
13,22,,MNO1,56,2250,7750,,3.32878112654201e-13,-113.731,1,394
13,23,,MNO1,56,750,5000,,6.58103022293407e-14,-115.352,1,394
13,24,,MNO1,56,2500,5500,,2.64967243495791e-11,-109.354,1,394
13,25,,MNO1,56,1750,3500,,1.60165268283927e-11,-107.244,1,394
13,26,,MNO1,56,3250,3750,,1.01296940548939e-11,-107.783,1,394
13,27,,MNO1,56,3250,2400,,3.43070518559968e-09,-100.93,1,394
13,28,,MNO1,56,3750,6500,,6.99776842581326e-14,-113.636,1,394
13,29,,MNO1,56,5000,6000,,3.90284669599554e-13,-111.614,1,394
13,30,,MNO1,56,6000,5250,,7.40252468684225e-12,-108.152,1,394
13,31,,MNO1,56,6750,6500,,3.23444130218631e-13,-111.835,1,394
13,32,,MNO1,56,6600,8300,,4.04099642703127e-14,-114.282,1,394
13,33,,MNO1,56,1000,0,,1.31956340725539e-10,-104.763,1,394
13,34,,MNO1,56,9250,8300,,3.90234008469293e-15,-117.032,1,394
13,35,,MNO1,56,9950,9750,,3.02122230997538e-16,-120.042,1,394
13,36,,MNO1,56,7700,7700,,2.14704247456403e-14,-115.026,1,394
13,37,,MNO1,56,1750,1750,,4.61850525988983e-12,-108.707,1,394
13,38,,MNO1,56,4490,3225,,9.30885248613017e-09,-99.547,1,394
13,39,-83.3277,MNO1,56,5750,1250,,0.0199391407340158,-83.3277,1,394
13,40,,MNO1,56,5100,2950,,9.48110289979988e-08,-96.9682,1,394
13,41,,MNO1,56,9500,7500,,1.01684653799724e-13,-113.241,1,394
13,42,,MNO1,56,8515,5700,,1.73106360974643e-11,-107.533,1,394
13,43,,MNO1,56,9650,5000,,3.47276438519456e-10,-104.201,1,394
13,44,,MNO1,56,6750,3250,,7.93405978656406e-07,-95.6077,1,394
13,45,,MNO1,56,5475,3500,,7.86529988864364e-08,-98.1758,1,394
13,46,,MNO1,56,6250,2500,,2.13850806380492e-06,-94.506,1,394
13,47,,MNO1,56,8750,4750,,2.75316436865499e-10,-104.459,1,394
13,48,,MNO1,56,4430,2575,,1.15675137245947e-07,-97.7472,1,394
13,49,,MNO1,56,4750,750,,1.2237173420474e-05,-92.5678,1,394
13,50,,MNO1,56,9250,1000,,6.62568612307042e-06,-93.2495,1,394
13,51,,MNO1,56,9250,3000,,1.21989627632675e-09,-102.805,1,394
13,52,,MNO1,56,7500,2500,,1.36787602499131e-06,-95.0025,1,394
13,53,,MNO1,56,7800,3200,,4.1297432500563e-07,-96.3332,1,394
13,54,,MNO1,56,8950,3550,,1.12556004852612e-08,-100.336,1,394
13,55,,MNO1,56,9500,4250,,9.85063601190486e-11,-105.601,1,394
13,56,,MNO1,56,9250,2250,,5.24704904391086e-09,-101.184,1,394
13,57,,MNO1,56,9880,3371,,2.15645535591809e-09,-102.172,1,394
13,58,,MNO1,56,8000,7000,,2.62694379652078e-12,-109.628,1,394
13,59,,MNO1,56,8000,6250,,4.89447104032154e-13,-111.495,1,394
13,60,,MNO1,56,5750,4500,,4.10717737661363e-11,-106.573,1,394
13,61,,MNO1,56,8500,2250,,5.03430520523384e-06,-93.5547,1,394
13,62,,MNO1,56,8030,2650,,3.53292812768575e-06,-93.9482,1,394
13,63,,MNO1,56,4750,2000,,5.03430520523384e-06,-93.5547,1,394
13,64,,MNO1,56,7750,4750,,4.20441861260634e-11,-106.547,1,394
13,65,,MNO1,56,7000,4500,,1.45710403727573e-10,-105.166,1,394
13,66,,MNO1,56,5100,4000,,6.86108663011659e-09,-100.886,1,394
13,67,,MNO1,56,9250,5500,,3.29740574986801e-11,-106.817,1,394
13,68,,MNO1,56,8250,5250,,3.20667964372959e-11,-106.848,1,394
13,69,,MNO1,56,4750,5250,,1.54607755821307e-12,-110.217,1,394
13,70,,MNO1,56,8700,6500,,1.74334591939765e-13,-112.642,1,394
14,01,,MNO1,56,500,10000,,3.73133408487625e-09,-114.813,0,395
14,02,,MNO1,56,8000,9750,,7.73384544325213e-13,-115.184,0,395
14,03,,MNO1,56,5750,7000,,9.83164444844926e-13,-110.72,0,395
14,04,,MNO1,56,9750,6250,,2.69259714412043e-13,-112.159,0,395
14,05,,MNO1,56,7250,5500,,2.08642261040097e-10,-109.264,0,395
14,06,,MNO1,56,4000,4500,,2.62728483208589e-10,-104.511,0,395
14,07,,MNO1,56,6500,4000,,1.02977541384395e-08,-99.7194,0,395
14,08,,MNO1,56,8000,4000,,1.82082000692392e-21,-130.755,0,395
14,09,,MNO1,56,8000,4000,,2.78715431328806e-12,-109.606,0,395
14,10,,MNO1,56,8000,4000,,5.61496875085981e-11,-106.603,0,395
14,11,,MNO1,56,8500,3000,,6.99079967120885e-07,-95.7245,0,395
14,12,,MNO1,56,250,2500,,7.85583218089643e-13,-110.791,0,395
14,13,,MNO1,56,0,3500,,2.573343970367e-13,-112.104,0,395
14,14,,MNO1,56,8750,1500,0.990276128689939,0.990276128689939,-86.6883,0,395
14,15,,MNO1,56,6750,1875,0.934309289150913,0.934309289150913,-92.2301,0,395
14,16,,MNO1,56,9750,1750,,1.25496703210099e-06,-98.5884,0,395
14,17,,MNO1,56,5500,9500,,9.57534247371169e-14,-114.977,0,395
14,18,,MNO1,56,3250,9250,,4.45573175371779e-14,-115.742,0,395
14,19,,MNO1,56,750,7500,,5.40428037662102e-14,-115.549,0,395
14,20,,MNO1,56,4250,8250,,4.94613374077212e-13,-113.335,0,395
14,21,,MNO1,56,650,6250,,4.59411618668673e-15,-118.014,0,395
14,22,,MNO1,56,2250,7750,,1.99692043009922e-13,-114.242,0,395
14,23,,MNO1,56,750,5000,,2.72697054325005e-14,-116.233,0,395
14,24,,MNO1,56,2500,5500,,1.1941516571255e-11,-110.151,0,395
14,25,,MNO1,56,1750,3500,,5.94482513503304e-12,-108.41,0,395
14,26,,MNO1,56,3250,3750,,3.53962615602023e-12,-109.02,0,395
14,27,,MNO1,56,3250,2400,,8.0877528944554e-10,-102.63,0,395
14,28,,MNO1,56,3750,6500,,4.31799555170226e-14,-114.204,0,395
14,29,,MNO1,56,5000,6000,,2.62191825670318e-13,-112.082,0,395
14,30,,MNO1,56,6000,5250,,5.57766994119661e-12,-108.485,0,395
14,31,,MNO1,56,6750,6500,,3.08408867620904e-13,-111.891,0,395
14,32,,MNO1,56,6600,8300,,3.86298925404695e-14,-114.335,0,395
14,33,,MNO1,56,1000,0,,4.04178337042025e-11,-106.155,0,395
14,34,,MNO1,56,9250,8300,,4.95093473897909e-15,-116.752,0,395
14,35,,MNO1,56,9950,9750,,3.76204046814905e-16,-119.784,0,395
14,36,,MNO1,56,7700,7700,,2.3534710993329e-14,-114.918,0,395
14,37,,MNO1,56,1750,1750,,1.25699143523239e-12,-110.238,0,395
14,38,,MNO1,56,4490,3225,,2.64049350739096e-09,-100.947,0,395
14,39,,MNO1,56,5750,1250,,0.000502521241366927,-87.4393,0,395
14,40,,MNO1,56,5100,2950,,2.52197094972832e-08,-98.4396,0,395
14,41,,MNO1,56,9500,7500,,1.4059401275156e-13,-112.881,0,395
14,42,,MNO1,56,8515,5700,,2.48118439030597e-11,-107.133,0,395
14,43,,MNO1,56,9650,5000,,6.80223292266487e-10,-103.454,0,395
14,44,,MNO1,56,6750,3250,,6.43836745447371e-07,-95.8398,0,395
14,45,,MNO1,56,5475,3500,,3.20240058678264e-08,-99.1742,0,395
14,46,,MNO1,56,6250,2500,,7.61709367336042e-07,-95.653,0,395
14,47,,MNO1,56,8750,4750,,4.87125171362103e-10,-103.825,0,395
14,48,,MNO1,56,4430,2575,,2.26950267425092e-08,-99.5568,0,395
14,49,,MNO1,56,4750,750,,4.41772655276368e-07,-96.2583,0,395
14,50,,MNO1,56,9250,1000,,0.00014065637957238,-89.8545,0,395
14,51,,MNO1,56,9250,3000,,4.89574192317389e-09,-101.261,0,395
14,52,,MNO1,56,7500,2500,,2.83204120614782e-06,-94.1939,0,395
14,53,,MNO1,56,7800,3200,,7.90056962181683e-07,-95.6124,0,395
14,54,,MNO1,56,8950,3550,,3.08583014862087e-08,-99.2154,0,395
14,55,,MNO1,56,9500,4250,,2.34140442207263e-10,-104.639,0,395
14,56,,MNO1,56,9250,2250,,3.64323020659855e-08,-99.0309,0,395
14,57,,MNO1,56,9880,3371,,7.27443269299049e-09,-100.821,0,395
14,58,,MNO1,56,8000,7000,,3.09170004478955e-12,-109.447,0,395
14,59,,MNO1,56,8000,6250,,6.0418255455539e-13,-111.261,0,395
14,60,,MNO1,56,5750,4500,,2.5013635993338e-11,-107.124,0,395
14,61,,MNO1,56,8500,2250,,3.10612013793057e-05,-91.5328,0,395
14,62,,MNO1,56,8030,2650,,1.10757660422199e-05,-92.6786,0,395
14,63,,MNO1,56,4750,2000,,6.11640826427393e-07,-95.8968,0,395
14,64,,MNO1,56,7750,4750,,5.56744378372999e-11,-106.235,0,395
14,65,,MNO1,56,7000,4500,,1.45710403727573e-10,-105.166,0,395
14,66,,MNO1,56,5100,4000,,3.03031275575648e-09,-101.794,0,395
14,67,,MNO1,56,9250,5500,,5.57245673862642e-11,-106.234,0,395
14,68,,MNO1,56,8250,5250,,4.60450891758603e-11,-106.446,0,395
14,69,,MNO1,56,4750,5250,,8.62104415423657e-13,-110.866,0,395
14,70,,MNO1,56,8700,6500,,2.39098689842269e-13,-112.291,0,395
15,01,,MNO1,56,500,10000,,3.05343087018967e-09,-115.214,1,396
15,02,,MNO1,56,8000,9750,,8.01132534684548e-13,-115.137,1,396
15,03,,MNO1,56,5750,7000,,7.47157790366352e-13,-111.025,1,396
15,04,,MNO1,56,9750,6250,,4.10664424221264e-13,-111.69,1,396
15,05,,MNO1,56,7250,5500,,1.91487228738664e-10,-109.342,1,396
15,06,,MNO1,56,4000,4500,,1.10235734737394e-10,-105.476,1,396
15,07,,MNO1,56,6500,4000,,5.56427017949329e-09,-100.279,1,396
15,08,,MNO1,56,8000,4000,,3.39014280498358e-22,-132.436,1,396
15,09,,MNO1,56,8000,4000,,1.12686114847879e-11,-108.209,1,396
15,10,,MNO1,56,8000,4000,,3.10631154176088e-11,-107.195,1,396
15,11,,MNO1,56,8500,3000,,1.33390686112941e-05,-94.7416,1,396
15,12,,MNO1,56,250,2500,,3.17451926703198e-13,-111.857,1,396
15,13,,MNO1,56,0,3500,,1.14666325672045e-13,-113.055,1,396
15,14,-83.3668,MNO1,56,8750,1500,0.999987204446058,0.999987204446058,-83.3668,1,396
15,15,,MNO1,56,6750,1875,0.413212683204683,0.413212683204683,-94.2338,1,396
15,16,,MNO1,56,9750,1750,,1.81358822743888e-05,-95.9176,1,396
15,17,,MNO1,56,5500,9500,,7.9263392967197e-14,-115.166,1,396
15,18,,MNO1,56,3250,9250,,3.09934655919727e-14,-116.105,1,396
15,19,,MNO1,56,750,7500,,3.01980210748406e-14,-116.131,1,396
15,20,,MNO1,56,4250,8250,,3.41988255185601e-13,-113.704,1,396
15,21,,MNO1,56,650,6250,,2.24291508022035e-15,-118.731,1,396
15,22,,MNO1,56,2250,7750,,1.17539728920873e-13,-114.772,1,396
15,23,,MNO1,56,750,5000,,1.15279715975037e-14,-117.094,1,396
15,24,,MNO1,56,2500,5500,,5.3389078838518e-12,-110.956,1,396
15,25,,MNO1,56,1750,3500,,2.30037261405925e-12,-109.527,1,396
15,26,,MNO1,56,3250,3750,,1.25699143523239e-12,-110.238,1,396
15,27,,MNO1,56,3250,2400,,2.09887383057659e-10,-104.217,1,396
15,28,,MNO1,56,3750,6500,,2.56444300223448e-14,-114.817,1,396
15,29,,MNO1,56,5000,6000,,1.64141095262103e-13,-112.633,1,396
15,30,,MNO1,56,6000,5250,,3.7153434221326e-12,-108.963,1,396
15,31,,MNO1,56,6750,6500,,2.6827870788048e-13,-112.055,1,396
15,32,,MNO1,56,6600,8300,,3.49730020877763e-14,-114.452,1,396
15,33,,MNO1,56,1000,0,,1.35586011331006e-11,-107.44,1,396
15,34,,MNO1,56,9250,8300,,5.98931108649129e-15,-116.528,1,396
15,35,,MNO1,56,9950,9750,,4.53947555065956e-16,-119.563,1,396
15,36,,MNO1,56,7700,7700,,2.41630932057469e-14,-114.887,1,396
15,37,,MNO1,56,1750,1750,,3.77558828981941e-13,-111.653,1,396
15,38,,MNO1,56,4490,3225,,7.34302533880317e-10,-102.369,1,396
15,39,,MNO1,56,5750,1250,,1.88543131769565e-05,-91.0875,1,396
