tile,antennaID,RSS,mno_name,maxconnections,x,y,SDM,SDM_ori,RSS_ori,nAntCover,rasterCell
1,30,,MNO1,56,6000,5250,,3.61210715648851e-14,-114.414,1,382
1,31,,MNO1,56,6750,6500,,2.60381166096092e-15,-117.508,1,382
1,32,,MNO1,56,6600,8300,,1.8407560701482e-15,-117.916,1,382
1,33,-58.1155,MNO1,56,1000,0,0.999999954330038,0.999999954330038,-58.1155,1,382
1,34,,MNO1,56,9250,8300,,3.05459367620431e-17,-122.738,1,382
1,35,,MNO1,56,9950,9750,,5.05198721544808e-18,-124.855,1,382
1,36,,MNO1,56,7700,7700,,2.37729072375223e-16,-120.324,1,382
1,37,,MNO1,56,1750,1750,,3.03693898441482e-05,-90.2377,1,382
1,38,,MNO1,56,4490,3225,,2.18267443453231e-10,-103.717,1,382
1,39,,MNO1,56,5750,1250,,6.57606158528374e-11,-105.05,1,382
1,40,,MNO1,56,5100,2950,,6.18567430707422e-11,-105.118,1,382
1,41,,MNO1,56,9500,7500,,3.00044763110213e-16,-119.714,1,382
1,42,,MNO1,56,8515,5700,,7.92067472628727e-15,-116.077,1,382
1,43,,MNO1,56,9650,5000,,4.499162651047e-14,-114.147,1,382
1,44,,MNO1,56,6750,3250,,3.73154036883732e-12,-109.238,1,382
1,45,,MNO1,56,5475,3500,,4.07404361276664e-11,-106.582,1,382
1,46,,MNO1,56,6250,2500,,7.92883574954471e-13,-110.959,1,382
1,47,,MNO1,56,8750,4750,,2.07672327277242e-14,-115.006,1,382
1,48,,MNO1,56,4430,2575,,1.58085499280587e-09,-102.517,1,382
1,49,,MNO1,56,4750,750,,3.42311491221027e-10,-104.217,1,382
1,50,,MNO1,56,9250,1000,,9.53044395824725e-14,-113.313,1,382
1,51,,MNO1,56,9250,3000,,1.35239405359019e-15,-118.041,1,382
1,52,,MNO1,56,7500,2500,,4.74879690077134e-14,-114.087,1,382
1,53,,MNO1,56,7800,3200,,5.11514736280982e-13,-111.446,1,382
1,54,,MNO1,56,8950,3550,,5.56886521684519e-14,-113.91,1,382
1,55,,MNO1,56,9500,4250,,2.54842722636033e-15,-117.337,1,382
1,56,,MNO1,56,9250,2250,,8.0749080973007e-16,-118.614,1,382
1,57,,MNO1,56,9880,3371,,1.46461337811556e-14,-115.394,1,382
1,58,,MNO1,56,8000,7000,,9.80386205128656e-15,-115.84,1,382
1,59,,MNO1,56,8000,6250,,5.99461453044753e-16,-118.945,1,382
1,60,,MNO1,56,5750,4500,,7.03073534899745e-14,-113.651,1,382
1,61,,MNO1,56,8500,2250,,2.52819651574593e-13,-112.229,1,382
1,62,,MNO1,56,8030,2650,,4.88566891673679e-13,-111.497,1,382
1,63,,MNO1,56,4750,2000,,2.60040144321677e-09,-101.964,1,382
1,64,,MNO1,56,7750,4750,,4.1024173392672e-15,-116.808,1,382
1,65,,MNO1,56,7000,4500,,1.84576034169144e-14,-115.137,1,382
1,66,,MNO1,56,5100,4000,,3.98340118276579e-11,-106.607,1,382
1,67,,MNO1,56,9250,5500,,8.61217065198931e-15,-115.984,1,382
1,68,,MNO1,56,8250,5250,,6.97042636890398e-15,-116.219,1,382
1,69,,MNO1,56,4750,5250,,1.03159506266842e-13,-113.225,1,382
1,70,,MNO1,56,8700,6500,,1.94616639817201e-16,-120.195,1,382
2,01,,MNO1,56,500,10000,,1.83158319301463e-08,-111.631,1,383
2,02,,MNO1,56,8000,9750,,6.0025915556501e-14,-118.592,1,383
2,03,,MNO1,56,5750,7000,,8.60885480390291e-14,-113.426,1,383
2,04,,MNO1,56,9750,6250,,1.88751563944376e-16,-120.229,1,383
2,05,,MNO1,56,7250,5500,,7.11347805351684e-14,-116.522,1,383
2,06,,MNO1,56,4000,4500,,6.04028338768168e-10,-103.586,1,383
2,07,,MNO1,56,6500,4000,,6.04303403150757e-13,-108.577,1,383
2,08,,MNO1,56,8000,4000,,1.8027025451422e-21,-130.765,1,383
2,09,,MNO1,56,8000,4000,,1.18564502675998e-21,-131.184,1,383
2,10,,MNO1,56,8000,4000,,4.85872663785674e-15,-115.958,1,383
2,11,,MNO1,56,8500,3000,,1.09833732199617e-27,-111.692,1,383
2,12,,MNO1,56,250,2500,,5.436090377351e-06,-92.2617,1,383
2,13,,MNO1,56,0,3500,,3.70117636994119e-08,-98.1318,1,383
2,14,,MNO1,56,8750,1500,,1.83773102830774e-18,-109.419,1,383
2,15,,MNO1,56,6750,1875,,2.47343088454066e-13,-113.352,1,383
2,16,,MNO1,56,9750,1750,,8.13175197082629e-15,-117.443,1,383
2,17,,MNO1,56,5500,9500,,2.54515436380262e-14,-116.302,1,383
2,18,,MNO1,56,3250,9250,,1.3628883151876e-13,-114.624,1,383
2,19,,MNO1,56,750,7500,,7.67540542299302e-12,-110.593,1,383
2,20,,MNO1,56,4250,8250,,4.94613374077212e-13,-113.335,1,383
2,21,,MNO1,56,650,6250,,4.13307266041047e-12,-111.212,1,383
2,22,,MNO1,56,2250,7750,,3.87296791384636e-12,-111.277,1,383
2,23,,MNO1,56,750,5000,,2.36990751150345e-10,-107.163,1,383
2,24,,MNO1,56,2500,5500,,1.18561998962295e-09,-105.553,1,383
2,25,,MNO1,56,1750,3500,,8.44285616489619e-08,-97.1616,1,383
2,26,,MNO1,56,3250,3750,,2.09887383057659e-10,-104.217,1,383
2,27,,MNO1,56,3250,2400,,4.30602506707971e-07,-95.2448,1,383
2,28,,MNO1,56,3750,6500,,1.081345618796e-13,-113.124,1,383
2,29,,MNO1,56,5000,6000,,5.48293916916474e-14,-113.923,1,383
2,30,,MNO1,56,6000,5250,,7.56053006322351e-14,-113.545,1,383
2,31,,MNO1,56,6750,6500,,4.68879863429623e-15,-116.816,1,383
2,32,,MNO1,56,6600,8300,,2.81321060426193e-15,-117.417,1,383
2,33,-58.1155,MNO1,56,1000,0,0.999999954330038,0.999999954330038,-58.1155,1,383
2,34,,MNO1,56,9250,8300,,4.83386609337166e-17,-122.198,1,383
2,35,,MNO1,56,9950,9750,,7.44380150922621e-18,-124.399,1,383
2,36,,MNO1,56,7700,7700,,3.88884223709133e-16,-119.745,1,383
2,37,,MNO1,56,1750,1750,,0.000210675673831749,-87.9588,1,383
2,38,,MNO1,56,4490,3225,,7.72955218754375e-10,-102.312,1,383
2,39,,MNO1,56,5750,1250,,3.06164064149407e-10,-103.341,1,383
2,40,,MNO1,56,5100,2950,,2.26064671564583e-10,-103.678,1,383
2,41,,MNO1,56,9500,7500,,5.04330432805976e-16,-119.137,1,383
2,42,,MNO1,56,8515,5700,,1.54032171725615e-14,-115.338,1,383
2,43,,MNO1,56,9650,5000,,8.78100882963973e-14,-113.404,1,383
2,44,,MNO1,56,6750,3250,,1.05805892111874e-11,-108.08,1,383
2,45,,MNO1,56,5475,3500,,1.24141384766942e-10,-105.344,1,383
2,46,,MNO1,56,6250,2500,,2.79022186987945e-12,-109.561,1,383
2,47,,MNO1,56,8750,4750,,4.33226847439264e-14,-114.189,1,383
2,48,,MNO1,56,4430,2575,,7.24177128938333e-09,-100.826,1,383
2,49,,MNO1,56,4750,750,,2.6619683604853e-09,-101.938,1,383
2,50,,MNO1,56,9250,1000,,2.38239482060786e-13,-112.295,1,383
2,51,,MNO1,56,9250,3000,,3.1714103519021e-15,-117.094,1,383
2,52,,MNO1,56,7500,2500,,1.38958648339554e-13,-112.894,1,383
2,53,,MNO1,56,7800,3200,,1.31484806091964e-12,-110.397,1,383
2,54,,MNO1,56,8950,3550,,1.26201065738694e-13,-113.001,1,383
2,55,,MNO1,56,9500,4250,,5.3595305908337e-15,-116.511,1,383
2,56,,MNO1,56,9250,2250,,1.97718950595979e-15,-117.619,1,383
2,57,,MNO1,56,9880,3371,,3.14461448362878e-14,-114.545,1,383
2,58,,MNO1,56,8000,7000,,1.7237313005016e-14,-115.213,1,383
2,59,,MNO1,56,8000,6250,,1.14085319016473e-15,-118.23,1,383
2,60,,MNO1,56,5750,4500,,1.75278545116011e-13,-112.636,1,383
2,61,,MNO1,56,8500,2250,,6.53391437734614e-13,-111.174,1,383
2,62,,MNO1,56,8030,2650,,1.29023079848826e-12,-110.418,1,383
2,63,,MNO1,56,4750,2000,,1.38192952641337e-08,-100.108,1,383
2,64,,MNO1,56,7750,4750,,9.13923235856151e-15,-115.918,1,383
2,65,,MNO1,56,7000,4500,,4.39510447381741e-14,-114.173,1,383
2,66,,MNO1,56,5100,4000,,1.09543432649987e-10,-105.483,1,383
2,67,,MNO1,56,9250,5500,,1.6627806676019e-14,-115.253,1,383
2,68,,MNO1,56,8250,5250,,1.43460751331601e-14,-115.417,1,383
2,69,,MNO1,56,4750,5250,,2.18323169704198e-13,-112.392,1,383
2,70,,MNO1,56,8700,6500,,3.58895648629197e-16,-119.515,1,383
3,01,,MNO1,56,500,10000,,1.75449440379658e-08,-111.717,1,384
3,02,,MNO1,56,8000,9750,,8.19432057842753e-14,-118.177,1,384
3,03,,MNO1,56,5750,7000,,1.43147618485713e-13,-112.861,1,384
3,04,,MNO1,56,9750,6250,,3.48079768694092e-16,-119.549,1,384
3,05,,MNO1,56,7250,5500,,1.7608668371731e-13,-115.698,1,384
3,06,,MNO1,56,4000,4500,,1.30743321288257e-09,-102.728,1,384
3,07,,MNO1,56,6500,4000,,1.98897835195065e-12,-107.494,1,384
3,08,,MNO1,56,8000,4000,,3.21969602483489e-21,-130.185,1,384
3,09,,MNO1,56,8000,4000,,4.92974347323871e-21,-129.759,1,384
3,10,,MNO1,56,8000,4000,,1.32338295381893e-14,-114.956,1,384
3,11,,MNO1,56,8500,3000,,2.5554093289394e-26,-110.643,1,384
3,12,,MNO1,56,250,2500,,1.41002036555658e-06,-93.8493,1,384
3,13,,MNO1,56,0,3500,,1.59842813057853e-08,-99.1196,1,384
3,14,,MNO1,56,8750,1500,,1.72624163661072e-17,-108.299,1,384
3,15,,MNO1,56,6750,1875,,2.38576807358227e-12,-111.841,1,384
3,16,,MNO1,56,9750,1750,,2.25283923270724e-14,-116.424,1,384
3,17,,MNO1,56,5500,9500,,3.55441787610726e-14,-115.968,1,384
3,18,,MNO1,56,3250,9250,,1.62678586946752e-13,-114.447,1,384
3,19,,MNO1,56,750,7500,,6.80747392974818e-12,-110.713,1,384
3,20,,MNO1,56,4250,8250,,6.84560067634666e-13,-113.01,1,384
3,21,,MNO1,56,650,6250,,3.38049150946768e-12,-111.413,1,384
3,22,,MNO1,56,2250,7750,,4.33196442050075e-12,-111.165,1,384
3,23,,MNO1,56,750,5000,,1.78934732375637e-10,-107.444,1,384
3,24,,MNO1,56,2500,5500,,1.59403069274055e-09,-105.257,1,384
3,25,,MNO1,56,1750,3500,,9.99120937648116e-08,-96.9635,1,384
3,26,,MNO1,56,3250,3750,,4.86906014349123e-10,-103.227,1,384
3,27,,MNO1,56,3250,2400,,2.20419718411283e-06,-93.3237,1,384
3,28,,MNO1,56,3750,6500,,1.57445032115757e-13,-112.682,1,384
3,29,,MNO1,56,5000,6000,,9.69869462699281e-14,-113.252,1,384
3,30,,MNO1,56,6000,5250,,1.57445032115757e-13,-112.682,1,384
3,31,,MNO1,56,6750,6500,,8.38610688999659e-15,-116.132,1,384
3,32,,MNO1,56,6600,8300,,4.23772426377415e-15,-116.935,1,384
3,33,-71.5707,MNO1,56,1000,0,0.995785097461269,0.995785097461269,-71.5707,1,384
3,34,,MNO1,56,9250,8300,,7.6430487979442e-17,-121.659,1,384
3,35,,MNO1,56,9950,9750,,1.09493673013316e-17,-123.945,1,384
3,36,,MNO1,56,7700,7700,,6.3291217844958e-16,-119.172,1,384
3,37,,MNO1,56,1750,1750,,0.000458475555989912,-87.0437,1,384
3,38,,MNO1,56,4490,3225,,2.776985076011e-09,-100.891,1,384
3,39,,MNO1,56,5750,1250,,1.67760274231329e-09,-101.451,1,384
3,40,,MNO1,56,5100,2950,,8.75960602011772e-10,-102.173,1,384
3,41,,MNO1,56,9500,7500,,8.50761366531349e-16,-118.556,1,384
3,42,,MNO1,56,8515,5700,,3.03342183837897e-14,-114.585,1,384
3,43,,MNO1,56,9650,5000,,1.74805931359881e-13,-112.639,1,384
3,44,,MNO1,56,6750,3250,,3.16083433528631e-11,-106.864,1,384
3,45,,MNO1,56,5475,3500,,3.91788093389235e-10,-104.067,1,384
3,46,,MNO1,56,6250,2500,,1.0705109126001e-11,-108.067,1,384
3,47,,MNO1,56,8750,4750,,9.2515518212836e-14,-113.346,1,384
3,48,,MNO1,56,4430,2575,,3.56826937116097e-08,-99.054,1,384
3,49,,MNO1,56,4750,750,,2.80151604679703e-08,-99.3228,1,384
3,50,,MNO1,56,9250,1000,,6.31423247809555e-13,-111.212,1,384
3,51,,MNO1,56,9250,3000,,7.77237977558819e-15,-116.098,1,384
3,52,,MNO1,56,7500,2500,,4.35796937382565e-13,-111.624,1,384
3,53,,MNO1,56,7800,3200,,3.54493957932544e-12,-109.295,1,384
3,54,,MNO1,56,8950,3550,,2.96745952779164e-13,-112.051,1,384
3,55,,MNO1,56,9500,4250,,1.16008270723443e-14,-115.653,1,384
3,56,,MNO1,56,9250,2250,,5.09151991941817e-15,-116.568,1,384
3,57,,MNO1,56,9880,3371,,6.98658094870027e-14,-113.658,1,384
3,58,,MNO1,56,8000,7000,,3.03069298689179e-14,-114.586,1,384
3,59,,MNO1,56,8000,6250,,2.18491383920227e-15,-117.508,1,384
3,60,,MNO1,56,5750,4500,,4.39341227572246e-13,-111.615,1,384
3,61,,MNO1,56,8500,2250,,1.78875726956316e-12,-110.055,1,384
3,62,,MNO1,56,8030,2650,,3.60932623320772e-12,-109.275,1,384
3,63,,MNO1,56,4750,2000,,8.51203171775235e-08,-98.088,1,384
3,64,,MNO1,56,7750,4750,,2.08421294988436e-14,-115.002,1,384
3,65,,MNO1,56,7000,4500,,1.07037195431464e-13,-113.184,1,384
3,66,,MNO1,56,5100,4000,,3.02058623361152e-10,-104.356,1,384
3,67,,MNO1,56,9250,5500,,3.25988298941383e-14,-114.505,1,384
3,68,,MNO1,56,8250,5250,,3.00083715652896e-14,-114.597,1,384
3,69,,MNO1,56,4750,5250,,4.45713511581459e-13,-111.599,1,384
3,70,,MNO1,56,8700,6500,,6.66627669819844e-16,-118.827,1,384
4,01,,MNO1,56,500,10000,,1.64654759219834e-08,-111.844,1,385
4,02,,MNO1,56,8000,9750,,1.10777800186457e-13,-117.775,1,385
4,03,,MNO1,56,5750,7000,,2.31059763823432e-13,-112.329,1,385
4,04,,MNO1,56,9750,6250,,6.48869536330318e-16,-118.857,1,385
4,05,,MNO1,56,7250,5500,,4.37324899036503e-13,-114.871,1,385
4,06,,MNO1,56,4000,4500,,2.58407041093337e-09,-101.971,1,385
4,07,,MNO1,56,6500,4000,,6.75120573217753e-12,-106.383,1,385
4,08,,MNO1,56,8000,4000,,5.63663328999113e-21,-129.625,1,385
4,09,,MNO1,56,8000,4000,,2.23379483714987e-20,-128.248,1,385
4,10,,MNO1,56,8000,4000,,3.70688277816528e-14,-113.926,1,385
4,11,,MNO1,56,8500,3000,,7.03309823429127e-25,-109.538,1,385
4,12,,MNO1,56,250,2500,,3.00939887651818e-07,-95.6663,1,385
4,13,,MNO1,56,0,3500,,5.96623354297055e-09,-100.279,1,385
4,14,,MNO1,56,8750,1500,,1.89527033983825e-16,-107.101,1,385
4,15,,MNO1,56,6750,1875,,2.78413163184138e-11,-110.203,1,385
4,16,,MNO1,56,9750,1750,,6.64052682806201e-14,-115.343,1,385
4,17,,MNO1,56,5500,9500,,4.81237777513378e-14,-115.665,1,385
4,18,,MNO1,56,3250,9250,,1.84892836468842e-13,-114.319,1,385
4,19,,MNO1,56,750,7500,,5.60142548321632e-12,-110.908,1,385
4,20,,MNO1,56,4250,8250,,9.02146022930544e-13,-112.734,1,385
4,21,,MNO1,56,650,6250,,2.47941120816335e-12,-111.723,1,385
4,22,,MNO1,56,2250,7750,,4.49974674329182e-12,-111.127,1,385
4,23,,MNO1,56,750,5000,,1.14207973561604e-10,-107.893,1,385
4,24,,MNO1,56,2500,5500,,1.85570714765529e-09,-105.105,1,385
4,25,,MNO1,56,1750,3500,,8.44285616489619e-08,-97.1616,1,385
4,26,,MNO1,56,3250,3750,,9.47305003746312e-10,-102.444,1,385
4,27,,MNO1,56,3250,2400,,9.35060649819566e-06,-91.6236,1,385
4,28,,MNO1,56,3750,6500,,2.13807567867051e-13,-112.322,1,385
4,29,,MNO1,56,5000,6000,,1.64141095262103e-13,-112.633,1,385
4,30,,MNO1,56,6000,5250,,3.23444130218631e-13,-111.835,1,385
4,31,,MNO1,56,6750,6500,,1.48088710268379e-14,-115.463,1,385
4,32,,MNO1,56,6600,8300,,6.25997627338465e-15,-116.476,1,385
4,33,-79.5589,MNO1,56,1000,0,,0.20997684374336,-79.5589,1,385
4,34,,MNO1,56,9250,8300,,1.20540003114503e-16,-121.123,1,385
4,35,,MNO1,56,9950,9750,,1.60511688728452e-17,-123.495,1,385
4,36,,MNO1,56,7700,7700,,1.02135113706524e-15,-118.609,1,385
4,37,,MNO1,56,1750,1750,,0.000210675673831749,-87.9588,1,385
4,38,,MNO1,56,4490,3225,,9.77947524979402e-09,-99.4922,1,385
4,39,,MNO1,56,5750,1250,,1.12070811688903e-08,-99.3408,1,385
4,40,,MNO1,56,5100,2950,,3.54084653736215e-09,-100.621,1,385
4,41,,MNO1,56,9500,7500,,1.43904024508361e-15,-117.972,1,385
4,42,,MNO1,56,8515,5700,,6.03328296916476e-14,-113.821,1,385
4,43,,MNO1,56,9650,5000,,3.55589293497e-13,-111.85,1,385
4,44,,MNO1,56,6750,3250,,9.95759944367184e-11,-105.589,1,385
4,45,,MNO1,56,5475,3500,,1.26120275824292e-09,-102.768,1,385
4,46,,MNO1,56,6250,2500,,4.50611797258683e-11,-106.47,1,385
4,47,,MNO1,56,8750,4750,,2.02244304512258e-13,-112.477,1,385
4,48,,MNO1,56,4430,2575,,1.8298892903913e-07,-97.2376,1,385
4,49,,MNO1,56,4750,750,,4.41772655276368e-07,-96.2583,1,385
4,50,,MNO1,56,9250,1000,,1.78875726956316e-12,-110.055,1,385
4,51,,MNO1,56,9250,3000,,1.99429639099749e-14,-115.051,1,385
4,52,,MNO1,56,7500,2500,,1.4727348521187e-12,-110.271,1,385
4,53,,MNO1,56,7800,3200,,1.00696013284151e-11,-108.135,1,385
4,54,,MNO1,56,8950,3550,,7.26600199904297e-13,-111.056,1,385
4,55,,MNO1,56,9500,4250,,2.5843946482681e-14,-114.763,1,385
4,56,,MNO1,56,9250,2250,,1.38637344029276e-14,-115.455,1,385
4,57,,MNO1,56,9880,3371,,1.61204927127183e-13,-112.729,1,385
4,58,,MNO1,56,8000,7000,,5.30946619481224e-14,-113.963,1,385
4,59,,MNO1,56,8000,6250,,4.18822239667202e-15,-116.785,1,385
4,60,,MNO1,56,5750,4500,,1.09332238059299e-12,-110.602,1,385
4,61,,MNO1,56,8500,2250,,5.22012378869801e-12,-108.865,1,385
4,62,,MNO1,56,8030,2650,,1.07533906690642e-11,-108.062,1,385
4,63,,MNO1,56,4750,2000,,6.11640826427393e-07,-95.8968,1,385
4,64,,MNO1,56,7750,4750,,4.83940268981057e-14,-114.066,1,385
4,65,,MNO1,56,7000,4500,,2.65171396168659e-13,-112.176,1,385
4,66,,MNO1,56,5100,4000,,8.1878465691472e-10,-103.248,1,385
4,67,,MNO1,56,9250,5500,,6.5012294288516e-14,-113.738,1,385
4,68,,MNO1,56,8250,5250,,6.37377108777379e-14,-113.76,1,385
4,69,,MNO1,56,4750,5250,,8.62104415423657e-13,-110.866,1,385
4,70,,MNO1,56,8700,6500,,1.24380644939713e-15,-118.134,1,385
5,01,,MNO1,56,500,10000,,1.51540196741965e-08,-112.01,0,386
5,02,,MNO1,56,8000,9750,,1.48083513483316e-13,-117.388,0,386
5,03,,MNO1,56,5750,7000,,3.59127110803207e-13,-111.839,0,386
5,04,,MNO1,56,9750,6250,,1.22051926459703e-15,-118.155,0,386
