device,time,tile,event_cellID,TA,eventLocProb
,,0,59,18,2.03434586788053e-06
,,0,60,11,4.44898857597316e-07
,,0,60,12,4.52469229748881e-05
,,0,60,13,1.96947566970961e-06
,,0,61,14,8.50188119749991e-06
,,0,61,15,5.76688389451855e-05
,,0,62,14,6.60805935997932e-05
,,0,62,15,1.17886329735733e-05
,,0,63,8,0.000497141879012096
,,0,63,9,0.000100396577775815
,,0,64,15,1.82096547809121e-05
,,0,64,16,5.55140796413989e-06
,,0,65,13,2.32524632278297e-06
,,0,65,14,3.19984328899329e-05
,,0,65,15,2.15058741717592e-08
,,0,66,10,9.40307410002795e-05
,,0,66,11,0.00014140145912371
,,0,67,18,2.20895261171503e-05
,,0,67,19,7.66587856282477e-06
,,0,68,16,1.27075668019552e-05
,,0,68,17,1.50362278372074e-05
,,0,69,11,1.61712829997598e-05
,,0,69,12,3.81619892132845e-05
,,0,70,18,6.0932485541713e-06
,,0,70,19,5.30310361058962e-06
,,1,01,17,4.19308182080063e-06
,,1,01,18,2.93803834346705e-07
,,1,02,20,3.77606447661797e-09
,,1,02,21,7.63823889121091e-07
,,1,02,22,4.32584126374756e-08
,,1,03,14,7.1219675714942e-07
,,1,03,15,1.85314365089141e-06
,,1,04,18,7.04867097840517e-09
,,1,04,19,5.03132639399516e-07
,,1,04,20,1.60116117007084e-08
,,1,05,14,4.51360486744173e-07
,,1,05,15,7.43026332392151e-07
,,1,06,9,2.04019422785216e-05
,,1,06,10,2.48801604866982e-06
,,1,07,11,5.07931723624619e-07
,,1,07,12,6.53541844938296e-06
,,1,07,13,2.68816713360586e-09
,,1,08,14,3.88935058143487e-08
,,1,08,15,8.43742026844637e-09
,,1,09,14,2.96877368430044e-08
,,1,09,15,6.44035314684995e-09
,,1,10,14,1.07764840806238e-06
,,1,10,15,2.33781252938376e-07
,,1,11,14,2.36976117688385e-06
,,1,11,15,1.11397294264712e-06
,,1,12,3,0.000152358912953263
,,1,12,4,0.000344708167716896
,,1,13,5,5.51346082126373e-05
,,1,13,6,6.24783035509425e-05
,,1,14,14,5.38596346983638e-06
,,1,14,15,4.16935400780313e-07
,,1,15,10,5.25450978241539e-07
,,1,15,11,1.64048194088875e-06
,,1,16,15,8.04620322986021e-09
,,1,16,16,9.25089920012436e-07
,,1,17,18,1.09062468036278e-06
,,1,17,19,3.04281511307123e-07
,,1,18,16,1.39209722358081e-06
,,1,18,17,7.27459296785429e-07
,,1,19,12,2.27717878548086e-06
,,1,19,13,3.41718229020354e-06
,,1,20,15,2.15950933563643e-06
,,1,20,16,5.96908186589916e-07
,,1,21,10,3.40076878138959e-06
,,1,21,11,1.58744435812237e-06
,,1,22,13,3.30544682069128e-06
,,1,22,14,1.31564929888666e-06
,,1,23,8,1.22804696354686e-05
,,1,23,9,4.23662494582697e-07
,,1,24,9,8.28296351087887e-06
,,1,24,10,8.04548804203696e-06
,,1,25,5,3.61956909100715e-05
,,1,25,6,7.28968361452759e-05
,,1,26,7,1.50158377379687e-05
,,1,26,8,3.88343106526091e-06
,,1,27,5,6.82671820322455e-05
,,1,27,6,5.47327869756853e-05
,,1,28,11,3.28522535384268e-08
,,1,28,12,2.7060801070526e-06
,,1,28,13,6.09836374666511e-08
,,1,29,12,1.38557268814547e-06
,,1,29,13,8.41554409299129e-07
,,1,30,12,8.60609427192873e-07
,,1,30,13,1.48008651372972e-06
,,1,31,15,1.03879697387635e-06
,,1,31,16,1.09211257465592e-07
,,1,32,17,5.71267970414815e-07
,,1,32,18,4.7380111767498e-07
,,1,33,0,0.893661789374102
,,1,33,1,0.104486351068425
,,1,34,20,1.07382556001033e-07
,,1,34,21,2.36923769891971e-07
,,1,35,23,1.43457328469801e-07
,,1,35,24,6.80108390946889e-08
,,1,36,17,4.4641983195136e-08
,,1,36,18,5.54994941302473e-07
,,1,36,19,6.30812986168643e-10
,,1,37,2,0.000107103597799002
,,1,37,3,0.000505211548053627
,,1,38,7,1.68203191609829e-09
,,1,38,8,2.50988365966112e-05
,,1,38,9,2.38127044432259e-06
,,1,39,8,5.35237464599204e-06
,,1,39,9,1.48659423777715e-05
,,1,40,8,3.85678801639793e-06
,,1,40,9,1.60474245931551e-05
,,1,41,19,1.31117632578222e-08
,,1,41,20,6.58878106296382e-07
,,1,41,21,1.87984762129258e-08
,,1,42,16,5.23305036013435e-07
,,1,42,17,1.07273948632029e-06
,,1,43,17,5.82877997583264e-07
,,1,43,18,1.90623723184554e-06
,,1,44,11,2.77727964026907e-06
,,1,44,12,4.9307788589256e-06
,,1,45,9,1.40178562443433e-06
,,1,45,10,1.2806608715349e-05
,,1,46,10,4.26278577399943e-06
,,1,46,11,9.23363368769168e-07
,,1,47,15,6.00372471383056e-09
,,1,47,16,1.93735216215364e-06
,,1,47,17,9.90638659976158e-08
,,1,48,7,2.45676575569367e-05
,,1,48,8,1.16603960759335e-05
,,1,49,6,4.54643447327782e-06
,,1,49,7,1.99467358194934e-05
,,1,50,14,1.49436496042816e-07
,,1,50,15,2.86665840206679e-06
,,1,51,15,3.55585040957e-07
,,1,51,16,6.59833296360239e-07
,,1,52,12,1.71443335888047e-06
,,1,52,13,8.09308912647955e-07
,,1,53,13,3.44152851101388e-06
,,1,53,14,1.19448829880783e-06
,,1,54,15,1.44655897972886e-06
,,1,54,16,1.18216509160414e-06
,,1,55,16,1.02916734240969e-07
,,1,55,17,1.09119509882702e-06
,,1,56,15,6.83509625038225e-07
,,1,56,16,2.06398151711121e-07
,,1,57,16,9.04925529352699e-08
,,1,57,17,1.77737037243067e-06
,,1,58,17,1.1214177139729e-06
,,1,58,18,5.64145334765755e-07
,,1,59,16,4.23116962390357e-07
,,1,59,17,4.01486211399102e-07
,,1,60,11,1.97298720510308e-06
,,1,60,12,8.17274906963903e-07
,,1,61,13,9.97547459670533e-08
,,1,61,14,3.77143180871692e-06
,,1,61,15,8.03386508753825e-12
,,1,62,13,3.14874865250678e-06
,,1,62,14,1.43314497025572e-06
,,1,63,7,2.62209604208797e-05
,,1,63,8,1.4926686255571e-05
,,1,64,14,6.30433376034516e-07
,,1,64,15,7.18358688019578e-07
,,1,65,13,1.7892644231465e-06
,,1,65,14,1.92467941029385e-07
,,1,66,9,1.25701502064041e-06
,,1,66,10,1.28695446796966e-05
,,1,66,11,2.79506688695635e-10
,,1,67,17,7.37339787517992e-07
,,1,67,18,8.93251066400141e-07
,,1,68,15,2.56323164595389e-07
,,1,68,16,1.28837987812525e-06
,,1,69,10,2.19991238476351e-08
,,1,69,11,2.91074703173329e-06
,,1,69,12,1.45086491776742e-07
,,1,70,17,1.11555689370627e-07
,,1,70,18,5.06809455651253e-07
,,2,01,17,3.92714737171089e-06
,,2,01,18,5.13280126474762e-07
,,2,02,20,3.99546186964746e-07
,,2,02,21,4.94427597548898e-07
,,2,03,14,2.65027083306527e-06
,,2,03,15,2.86870083978632e-07
,,2,04,18,4.77925185901157e-07
,,2,04,19,1.35306777498996e-07
,,2,05,13,1.06581266750932e-07
,,2,05,14,1.33185363935911e-06
,,2,05,15,1.44006788065299e-09
,,2,06,8,8.79710205253365e-06
,,2,06,9,1.95119145706706e-05
,,2,07,11,8.07751565716896e-06
,,2,07,12,8.93152332332847e-07
,,2,08,13,3.11023664816052e-08
,,2,08,14,2.31008156280075e-08
,,2,09,13,2.82418690111652e-08
,,2,09,14,2.09762240890294e-08
,,2,10,13,9.40791607159059e-07
,,2,10,14,6.98758837987837e-07
,,2,11,13,2.19163319142321e-06
,,2,11,14,2.18686105583111e-06
,,2,12,3,1.38416462260417e-05
,,2,12,4,0.000368914750200595
,,2,12,5,1.26443489788736e-06
,,2,13,5,1.54895556312616e-05
,,2,13,6,8.39009233242342e-05
,,2,14,13,5.95798765635756e-06
,,2,14,14,1.43167790046191e-06
,,2,15,9,2.86353571635546e-07
,,2,15,10,2.70126247534278e-06
,,2,16,15,1.11938651467397e-06
,,2,16,16,4.53422025345846e-08
,,2,17,17,1.20810944134788e-07
,,2,17,18,1.39388263157562e-06
,,2,18,16,2.01259583197467e-06
,,2,18,17,2.1647969328026e-07
,,2,19,12,2.06023219109765e-06
,,2,19,13,3.57906241494288e-06
,,2,20,14,1.3781673791217e-07
,,2,20,15,2.86129702256782e-06
,,2,20,16,2.19913539491308e-10
,,2,21,10,3.05297190605874e-06
,,2,21,11,1.83720739931824e-06
,,2,22,13,4.23351694764396e-06
,,2,22,14,5.84016997399322e-07
,,2,23,8,1.13855083135372e-05
,,2,23,9,1.03744300706418e-06
,,2,24,9,1.42041543128936e-05
,,2,24,10,3.79386789835037e-06
,,2,25,5,7.01959059892767e-05
,,2,25,6,5.40736605357527e-05
,,2,26,6,3.91344593034122e-06
,,2,26,7,2.05673077099566e-05
,,2,27,4,2.63860754973764e-05
,,2,27,5,0.000166830679240933
,,2,28,11,9.92167140879475e-07
,,2,28,12,2.15648572834279e-06
,,2,29,11,1.8840431751746e-07
,,2,29,12,2.43010644000622e-06
,,2,29,13,1.02772846341506e-09
,,2,30,11,1.24383645926222e-07
,,2,30,12,2.70654134130225e-06
,,2,30,13,2.68286320042254e-08
,,2,31,14,6.08159430686418e-07
,,2,31,15,7.3746785059453e-07
,,2,32,16,4.90880519003014e-08
,,2,32,17,1.11415772002296e-06
,,2,32,18,8.4767655750853e-09
,,2,33,0,0.893208753375298
,,2,33,1,0.104433382396182
,,2,34,19,1.09916998445066e-08
,,2,34,20,3.71261696452e-07
,,2,34,21,7.44155870138526e-09
,,2,35,22,4.2560221334891e-08
,,2,35,23,1.92200147647443e-07
,,2,36,17,5.3099008716525e-07
,,2,36,18,1.54537258461001e-07
,,2,37,2,0.000676922822627154
,,2,37,3,0.000357373030497981
,,2,38,7,2.19282636005289e-05
,,2,38,8,1.60316122554327e-05
,,2,39,7,3.89679967586011e-06
,,2,39,8,2.60551283490077e-05
,,2,40,7,7.02290474405409e-07
,,2,40,8,2.65118652080047e-05
,,2,40,9,5.01476137292458e-07
,,2,41,19,5.78281813083475e-07
,,2,41,20,2.10260102295136e-07
,,2,42,15,1.3593540729908e-07
,,2,42,16,1.75357037033878e-06
,,2,42,17,1.63902467884983e-09
,,2,43,16,1.61028655117715e-07
,,2,43,17,2.78590783031463e-06
,,2,43,18,5.12081774862471e-09
,,2,44,10,1.33293803553812e-06
,,2,44,11,8.72536656511112e-06
,,2,45,8,2.52465547041579e-09
,,2,45,9,1.73080759411111e-05
,,2,45,10,1.57473833527676e-06
,,2,46,9,4.43179099915023e-06
,,2,46,10,2.72016416912805e-06
,,2,47,15,1.88825496281495e-06
,,2,47,16,5.75654715315396e-07
,,2,48,6,1.80850598291692e-05
,,2,48,7,3.53621186568638e-05
,,2,49,5,2.77007169119777e-06
,,2,49,6,3.86036685472039e-05
,,2,50,14,3.81086312158863e-06
,,2,50,15,1.2577500486272e-11
,,2,51,14,2.27494250246156e-07
,,2,51,15,1.03469589038677e-06
,,2,52,11,1.68390835083736e-06
,,2,52,12,1.63598997575534e-06
,,2,53,12,3.16192096817629e-06
,,2,53,13,2.73770914143297e-06
,,2,54,14,1.13259629874652e-06
,,2,54,15,2.10650688854591e-06
,,2,55,15,6.07224188525203e-09
,,2,55,16,1.38414651458438e-06
,,2,55,17,5.33078181515127e-08
,,2,56,14,7.02938936820725e-07
,,2,56,15,4.15532205749842e-07
,,2,57,15,4.75785586747655e-10
,,2,57,16,2.17926218394408e-06
,,2,57,17,9.02564181112086e-08
,,2,58,16,3.9195007407319e-07
,,2,58,17,1.55441715347217e-06
,,2,59,15,1.33612479549688e-07
,,2,59,16,8.38070920510751e-07
,,2,60,10,9.2208238168724e-07
,,2,60,11,2.60101610155844e-06
,,2,61,13,4.72786273797331e-06
,,2,61,14,2.05292514279776e-07
,,2,62,12,3.03472959754451e-06
,,2,62,13,2.83644213102694e-06
,,2,63,6,2.60610848749405e-05
,,2,63,7,3.69946778702893e-05
,,2,64,13,2.74220506412447e-07
,,2,64,14,1.38050051222037e-06
,,2,65,12,1.5392039014195e-06
,,2,65,13,9.33799897126172e-07
,,2,66,9,1.56639186888118e-05
,,2,66,10,2.62654785762257e-06
,,2,67,16,3.17370520917797e-07
,,2,67,17,1.61115230462653e-06
,,2,68,14,2.45974006010316e-08
,,2,68,15,1.77224431115006e-06
,,2,68,16,6.0213361383294e-08
,,2,69,10,1.75192682751529e-06
,,2,69,11,1.97477617637315e-06
,,2,70,16,6.04215204689134e-09
,,2,70,17,6.84289366817461e-07
,,2,70,18,3.247953148185e-08
,,3,01,17,7.13631561132218e-05
,,3,01,18,1.97134668318138e-05
,,3,02,19,2.62507759751779e-07
,,3,02,20,1.96769522972542e-05
,,3,02,21,6.38717914288032e-07
,,3,03,13,1.99553966818669e-05
,,3,03,14,5.00299178733401e-05
,,3,04,17,6.37802610144971e-06
,,3,04,18,8.62596918065415e-06
,,3,05,13,3.04584391899313e-05
,,3,05,14,5.9587916401467e-06
,,3,06,8,0.000629424745058456
,,3,06,9,9.21925258893618e-05
,,3,07,10,0.000144346618431952
,,3,07,11,9.64813482463199e-05
,,3,08,12,3.79062563221259e-07
,,3,08,13,9.16943158551649e-07
,,3,09,12,4.1812958267537e-07
,,3,09,13,1.01144533230639e-06
,,3,10,12,1.26360371766857e-05
,,3,10,13,3.05662678527375e-05
,,3,11,12,3.59820705068607e-05
,,3,11,13,8.06470280510571e-05
,,3,12,4,0.00358805175946782
,,3,12,5,0.00198607600463728
,,3,13,6,0.00146866967436515
,,3,13,7,0.000187660519762477
,,3,14,12,0.000136491964315773
,,3,14,13,6.35895284518559e-05
,,3,15,8,1.07468351233285e-06
,,3,15,9,8.67456029304454e-05
,,3,15,10,6.92684664393549e-07
,,3,16,14,2.60101259950093e-05
,,3,16,15,4.80095381363596e-06
,,3,17,17,1.63050439977233e-05
,,3,17,18,1.79170767195139e-05
,,3,18,15,4.0523883272314e-07
,,3,18,16,4.81691023470325e-05
,,3,19,12,2.98953860190976e-05
,,3,19,13,8.48689422168035e-05
,,3,20,14,2.34096863526125e-05
,,3,20,15,4.42152577160714e-05
,,3,21,10,4.71997320591511e-05
,,3,21,11,5.04805531311669e-05
,,3,22,13,0.000100928793160058
,,3,22,14,2.4917749043093e-06
,,3,23,8,0.000186107103931593
,,3,23,9,5.75095191713335e-05
,,3,24,9,0.000389978477053124
,,3,24,10,1.31160660421529e-05
,,3,25,5,0.00174315251038596
,,3,25,6,0.000978025287672822
,,3,26,6,0.00041456755610979
,,3,26,7,0.00022872261958088
,,3,27,4,0.00518653423716546
,,3,27,5,0.00110471540810957
,,3,28,11,4.9259480532683e-05
,,3,28,12,2.3670637915936e-05
,,3,29,11,3.79370654423635e-05
,,3,29,12,2.60227083231781e-05
,,3,30,11,5.15591989649115e-05
,,3,30,12,2.13709194837075e-05
,,3,31,13,1.42895741589894e-06
,,3,31,14,3.12417862633405e-05
,,3,31,15,2.83163865736311e-07
,,3,32,16,1.48416441141542e-05
,,3,32,17,1.2549294771172e-05
,,3,33,0,0.0327916077271678
,,3,33,1,0.908720128168383
,,3,33,2,0.000457933076508743
,,3,34,19,6.38482732710992e-06
,,3,34,20,2.84528356868838e-06
,,3,35,22,4.88235501917252e-06
,,3,35,23,5.70286157712125e-07
,,3,36,16,3.66084397061639e-06
,,3,36,17,1.27038134780029e-05
,,3,37,2,0.0216470118071948
,,3,37,3,0.00506686500334597
,,3,38,6,0.000151149843715382
,,3,38,7,0.000950407015026352
,,3,39,6,2.63718656047598e-05
,,3,39,7,0.000941921416798728
,,3,40,7,0.000650819611702257
,,3,40,8,0.000169167297188497
,,3,41,18,5.32557676555331e-06
,,3,41,19,1.3532913369059e-05
,,3,42,15,4.11108294689892e-05
,,3,42,16,5.94429417423385e-06
,,3,43,16,6.67517956519317e-05
,,3,43,17,6.90399892548095e-06
,,3,44,9,3.33281284928501e-06
,,3,44,10,0.000266893812720824
,,3,44,11,8.19753496887155e-06
,,3,45,8,0.000319078152317797
,,3,45,9,0.000211081800482295
,,3,46,8,8.28471003064251e-05
,,3,46,9,0.000128213378443595
,,3,47,14,2.92550681513143e-05
,,3,47,15,3.33352153835695e-05
,,3,48,5,0.000110535022401658
,,3,48,6,0.00156739650395729
,,3,48,7,3.60737506891804e-06
,,3,49,4,2.34155285310221e-06
,,3,49,5,0.00157631847890249
,,3,49,6,1.95795209387658e-06
,,3,50,13,9.58091406350136e-05
,,3,50,14,6.49822900003693e-06
,,3,51,13,1.58484790026543e-06
,,3,51,14,3.16280030627546e-05
,,3,51,15,5.82933369875407e-11
,,3,52,10,2.99784340314002e-05
,,3,52,11,6.30695394441619e-05
,,3,53,11,4.93799242418561e-05
,,3,53,12,0.000109696902429127
,,3,54,13,1.22642138948215e-05
,,3,54,14,7.20706054424287e-05
,,3,55,15,2.98891623800388e-05
,,3,55,16,6.90737213698555e-06
,,3,56,13,1.4430789740702e-05
,,3,56,14,1.53754313750934e-05
,,3,57,15,4.83078805984343e-05
,,3,57,16,9.94359335572999e-06
,,3,58,15,5.92995998706672e-08
,,3,58,16,4.35365805366598e-05
,,3,58,17,3.4484099113789e-06
,,3,59,15,2.17220677572882e-05
,,3,59,16,2.28322014298585e-06
,,3,60,9,1.19768462197811e-06
,,3,60,10,8.85766396851354e-05
,,3,60,11,3.46667489453282e-06
,,3,61,12,0.000111358400531526
,,3,61,13,2.21802302412459e-05
,,3,62,11,5.35504904613884e-05
,,3,62,12,0.000106260601479661
,,3,63,5,0.00034909066881887
,,3,63,6,0.00175133307442145
,,3,64,12,4.73334619111451e-07
,,3,64,13,4.06817519415698e-05
,,3,64,14,1.59203920458311e-06
,,3,65,11,1.57051796484006e-05
,,3,65,12,4.92639305659499e-05
,,3,66,8,0.000188257458006956
,,3,66,9,0.0003077713717585
,,3,67,15,6.58527348500599e-07
,,3,67,16,4.57772039639453e-05
,,3,67,17,1.49421239436252e-06
,,3,68,14,3.54769433267932e-05
,,3,68,15,1.14483416662612e-05
,,3,69,9,1.11244816629241e-06
,,3,69,10,8.97059375943992e-05
,,3,69,11,2.76675952792927e-06
,,3,70,16,1.19782075102575e-05
,,3,70,17,5.73947515436951e-06
,,4,01,17,0.000265933118190191
,,4,01,18,0.000155314343992536
,,4,02,19,4.7133031230192e-05
,,4,02,20,6.03741060321241e-05
,,4,03,13,0.000312886826184334
,,4,03,14,6.38493257346332e-05
,,4,04,16,9.22902162914578e-06
,,4,04,17,7.45696814880354e-05
,,4,05,12,7.71349561175591e-05
,,4,05,13,0.000132680413039075
,,4,06,7,0.00059317019137622
,,4,06,8,0.00349790345358679
,,4,07,9,0.000297326629882057
,,4,07,10,0.00118395384205017
,,4,08,11,5.06171435998214e-07
,,4,08,12,6.51276931034567e-06
,,4,08,13,2.67885102452485e-09
,,4,09,11,6.95020530580047e-07
,,4,09,12,8.94263891579583e-06
,,4,09,13,3.67831198680427e-09
,,4,10,11,1.88017222885955e-05
,,4,10,12,0.000241916614005138
,,4,10,13,9.95058382073804e-08
,,4,11,11,8.5203291076159e-05
,,4,11,12,0.000631166555862794
,,4,12,4,0.000873445115799674
,,4,12,5,0.0164854791497931
,,4,12,6,0.000111654698424911
,,4,13,6,0.00186752423009181
,,4,13,7,0.00417248076061208
,,4,14,11,0.000697277379161859
,,4,14,12,0.000558282118090046
,,4,15,8,0.000559400708593755
,,4,15,9,5.52626115098546e-05
,,4,16,13,0.000134774651794076
,,4,16,14,5.34330092247397e-05
,,4,17,17,0.000148720678424157
,,4,17,18,2.60374147868965e-05
,,4,18,15,2.65474102604306e-05
,,4,18,16,0.000211704997054995
,,4,19,12,4.47804350647203e-05
,,4,19,13,0.000477780929904814
,,4,20,14,0.000215432029116131
,,4,20,15,0.000127760082957045
,,4,21,10,0.00011071625462145
,,4,21,11,0.000322432726803897
,,4,22,13,0.000496863732451376
,,4,23,8,0.000527537950356714
,,4,23,9,0.000518716449755934
,,4,24,9,0.00198809575255369
,,4,25,5,0.00699397857684822
,,4,25,6,0.00538763647293889
,,4,26,6,0.00352167476372458
,,4,26,7,0.000147237255500964
,,4,27,3,0.00691540110019406
,,4,27,4,0.0374023074897455
,,4,28,11,0.000354829941618805
,,4,28,12,2.25139268634606e-05
,,4,29,10,4.99082521537994e-06
,,4,29,11,0.00033974938363395
,,4,29,12,6.52674733568717e-06
,,4,30,10,6.51828274847039e-05
,,4,30,11,0.000356938502168877
,,4,31,13,0.000115008021840682
,,4,31,14,6.80704579089279e-05
,,4,32,15,1.86676779488902e-06
,,4,32,16,0.000139563231439004
,,4,32,17,3.55974957933199e-06
,,4,33,1,0.0991192051654301
,,4,33,2,0.613811463477599
,,4,34,18,8.84057011310373e-06
,,4,34,19,4.08915870540164e-05
,,4,35,21,1.12590596565916e-05
,,4,35,22,1.75439120279252e-05
,,4,36,16,7.88345778032027e-05
,,4,36,17,9.8886426762481e-06
,,4,37,2,0.0674452968860773
,,4,37,3,0.0356069101754741
,,4,38,6,0.00605382683652861
,,4,38,7,0.00118581860720619
,,4,39,6,0.00719838153644021
,,4,39,7,0.000298096923850361
,,4,40,6,0.00203120820151415
,,4,40,7,0.00355140190494581
,,4,41,17,2.13422609544108e-06
,,4,41,18,9.79049770687597e-05
,,4,41,19,2.70026126698409e-06
,,4,42,14,0.000136214909655182
,,4,42,15,0.000130985609410439
,,4,43,15,0.000278966947711643
,,4,43,16,0.000141698941423888
,,4,44,9,0.00141544535764313
,,4,44,10,0.000362986778644974
,,4,45,7,0.000572907492217641
,,4,45,8,0.00283225073831577
,,4,46,7,0.000222992631424939
,,4,46,8,0.00122890934844785
,,4,47,13,6.03409915695536e-05
,,4,47,14,0.00030377294119778
,,4,48,5,0.00981965300460741
,,4,48,6,0.00234717300366689
,,4,49,4,0.0143207665616721
,,4,49,5,0.000923526789832121
,,4,50,12,0.000523173899315336
,,4,50,13,0.000112797078728889
,,4,51,12,1.72239402411965e-08
,,4,51,13,0.000191784015301192
,,4,51,14,9.49575842918995e-06
,,4,52,9,8.01691521870327e-05
,,4,52,10,0.000524944982300835
,,4,53,10,0.000101396970018619
,,4,53,11,0.000888152014516464
,,4,54,12,1.16057301884484e-05
,,4,54,13,0.000487570511683147
,,4,54,14,5.87715622185296e-06
,,4,55,14,0.000121240184707961
,,4,55,15,9.38582735119018e-05
,,4,56,12,6.1243350263136e-05
,,4,56,13,0.000122172683312243
,,4,57,14,0.00021981018599766
,,4,57,15,0.000123777268129675
,,4,58,15,0.000125575027344412
,,4,58,16,0.000133030198914368
,,4,59,14,6.63363747866132e-05
,,4,59,15,6.86958109259136e-05
,,4,60,9,0.000325012269652578
,,4,60,10,0.000235696433923681
,,4,61,11,0.000565535342244114
,,4,61,12,0.000270909480633235
,,4,62,10,0.000146709869488017
,,4,62,11,0.000859612895677965
,,4,63,4,0.000304548809767291
,,4,63,5,0.0158490061421443
,,4,63,6,0.000413957186991852
,,4,64,12,0.00018389257030985
,,4,64,13,6.86515707443489e-05
,,4,65,10,8.31163164035777e-06
,,4,65,11,0.000372059739963751
,,4,65,12,9.87358353930965e-06
,,4,66,7,6.47494483644323e-05
