device,time,tile,event_cellID,TA,eventLocProb
,,66,10,9,9.06395539639132e-05
,,66,10,10,1.2018016641821e-06
,,66,11,9,0.000175511144134212
,,66,11,10,4.66617306000187e-05
,,66,12,5,0.00186065264501765
,,66,12,6,8.86579103906246e-05
,,66,13,6,0.000866878123970257
,,66,13,7,0.000110428932388056
,,66,14,9,0.000178619008304667
,,66,14,10,0.000137529425363177
,,66,15,5,3.63268722906624e-05
,,66,15,6,0.0002288838232261
,,66,16,11,3.54397438764343e-05
,,66,16,12,9.25855905186977e-06
,,66,17,14,4.45248162739255e-05
,,66,17,15,1.73362923908063e-06
,,66,18,13,6.15589260363503e-05
,,66,19,10,1.55122512842494e-05
,,66,19,11,0.000108279308316902
,,66,20,11,6.58101764659833e-05
,,66,20,12,3.69420011203797e-05
,,66,21,8,8.43390275629316e-06
,,66,21,9,0.000100959475543939
,,66,22,10,7.21949459219905e-05
,,66,22,11,6.7117858386176e-05
,,66,23,6,1.88802656249161e-05
,,66,23,7,0.0002629633709875
,,66,23,8,4.43464904637765e-07
,,66,24,6,0.000513192093946751
,,66,24,7,0.00033804596840733
,,66,25,3,0.00165573552711107
,,66,25,4,0.00447709599970434
,,66,26,3,0.00459571294817231
,,66,26,4,0.000391650688477739
,,66,27,0,0.22904630825354
,,66,27,1,0.6252942702417
,,66,28,8,0.000140546060152583
,,66,28,9,1.28065013225941e-05
,,66,29,7,2.33309839698978e-05
,,66,29,8,0.000137581979995556
,,66,30,7,8.9547473884193e-05
,,66,30,8,0.000113730832851
,,66,31,10,5.90500794837999e-05
,,66,31,11,6.79010429972023e-06
,,66,32,12,6.78360412842735e-06
,,66,32,13,3.57263889718209e-05
,,66,33,4,0.00116596621088553
,,66,33,5,0.00282043526064333
,,66,34,15,5.67497132571425e-06
,,66,34,16,7.14216591166495e-06
,,66,35,18,4.84193727534317e-06
,,66,35,19,1.88769036044721e-06
,,66,36,12,1.60219360604105e-06
,,66,36,13,2.45137124521678e-05
,,66,36,14,6.53835350271188e-08
,,66,37,2,0.0127899181200536
,,66,37,3,0.00297243433973407
,,66,38,2,0.000352214891178026
,,66,38,3,0.0111668813067463
,,66,38,4,0.000194790916992702
,,66,39,4,0.00349997000289486
,,66,39,5,0.000224384687425024
,,66,40,3,0.00334087272105408
,,66,40,4,0.0032184807446067
,,66,41,14,3.06658807231345e-06
,,66,41,15,2.34666976959148e-05
,,66,42,11,5.38836037854469e-05
,,66,42,12,2.80554669748571e-05
,,66,43,12,6.25595225743282e-05
,,66,43,13,5.13056829769012e-05
,,66,44,6,0.000558342057395602
,,66,44,7,0.000307265490005349
,,66,45,4,0.000919196694914903
,,66,45,5,0.00183237627482163
,,66,46,5,0.000832981401321199
,,66,46,6,3.96905841792363e-05
,,66,47,10,1.48107213721316e-05
,,66,47,11,9.69504730303555e-05
,,66,48,1,3.04501896817642e-05
,,66,48,2,0.0310585943471982
,,66,48,3,0.00234054425408101
,,66,49,2,0.00133018884169115
,,66,49,3,0.00622457746021056
,,66,50,10,8.44092692938401e-05
,,66,50,11,5.81813760194018e-05
,,66,51,10,2.40362888671548e-05
,,66,51,11,3.25213192612889e-05
,,66,52,7,0.000168171811769807
,,66,52,8,6.18616602267115e-05
,,66,53,8,0.000330720384529691
,,66,53,9,2.72037920156794e-05
,,66,54,10,0.000110357800434197
,,66,54,11,3.87811335373534e-05
,,66,55,11,1.90664000310156e-05
,,66,55,12,4.13272161352477e-05
,,66,56,10,3.12573252954561e-05
,,66,56,11,1.73264248308805e-05
,,66,57,11,1.16462957160955e-05
,,66,57,12,7.7251508599898e-05
,,66,58,12,6.02987858389497e-05
,,66,58,13,1.6772221341631e-05
,,66,59,11,3.25961680434651e-05
,,66,59,12,1.09440935988695e-05
,,66,60,6,0.000284134042944132
,,66,60,7,5.04390679510494e-05
,,66,61,9,0.000242594333786091
,,66,61,10,4.53096942392123e-07
,,66,62,8,0.00024776715640185
,,66,62,9,8.54221346970425e-05
,,66,63,2,0.0240000160881081
,,66,63,3,0.00704779837596961
,,66,64,9,7.42244255941111e-05
,,66,64,10,1.90346345746911e-05
,,66,65,7,1.21258221982967e-05
,,66,65,8,0.00015837260944914
,,66,65,9,1.45572984173759e-07
,,66,66,4,0.000425779618346824
,,66,66,5,0.00203527376657598
,,66,67,12,6.06686784091335e-05
,,66,67,13,1.65977850044493e-05
,,66,68,10,4.18270397398791e-05
,,66,68,11,4.70912364088329e-05
,,66,69,6,0.000195694863621767
,,66,69,7,0.00010796754639005
,,66,70,12,1.22686112073312e-05
,,66,70,13,1.69453894349219e-05
,,67,01,15,5.56214048718851e-05
,,67,01,16,5.80140504591777e-05
,,67,02,15,4.1137055722417e-06
,,67,02,16,3.80087670299686e-05
,,67,03,9,7.10479657995679e-05
,,67,03,10,0.000146129047615872
,,67,04,12,4.36490913096858e-07
,,67,04,13,3.75151411588904e-05
,,67,04,14,1.46811709525699e-06
,,67,05,8,2.57111094710798e-05
,,67,05,9,0.000122545429201168
,,67,06,4,0.00262034921847738
,,67,06,5,0.0025306781393149
,,67,07,5,9.76959483766603e-05
,,67,07,6,0.00151806825277604
,,67,07,7,4.97768645958303e-06
,,67,08,8,5.88324454931587e-06
,,67,08,9,8.59145243883956e-07
,,67,09,8,4.74806768286309e-06
,,67,09,9,6.93372463642582e-07
,,67,10,8,0.000167616551411065
,,67,10,9,2.44774735664851e-05
,,67,11,8,0.000297397671576376
,,67,11,9,0.000161075425358497
,,67,12,5,2.36672532420925e-05
,,67,12,6,0.00155099951277393
,,67,12,7,1.27614843086069e-07
,,67,13,6,2.35175170449936e-05
,,67,13,7,0.00086348871037857
,,67,13,8,7.35683936042597e-06
,,67,14,8,0.000296703346392439
,,67,14,9,0.000354945838679765
,,67,15,4,1.91049747286389e-05
,,67,15,5,0.00068253424429378
,,67,16,10,6.02474051251044e-05
,,67,16,11,2.77589139046986e-05
,,67,17,13,7.61834697328558e-06
,,67,17,14,6.26425769605405e-05
,,67,18,13,8.51181190253693e-05
,,67,18,14,2.10143395406577e-06
,,67,19,11,0.000131507801173059
,,67,19,12,2.35572248903135e-05
,,67,20,11,0.000114601281288733
,,67,20,12,3.73533203971265e-05
,,67,21,9,8.63827130693032e-05
,,67,21,10,4.15300429793404e-05
,,67,22,10,5.75349050563813e-05
,,67,22,11,0.000129109018942756
,,67,23,7,0.000152540426515515
,,67,23,8,0.000145526546025391
,,67,24,6,0.000357987601248248
,,67,24,7,0.000711593834550157
,,67,25,4,0.0038177766382217
,,67,25,5,0.00121310218163309
,,67,26,3,0.00509268407238703
,,67,26,4,0.0012217416142849
,,67,27,0,0.0135831297106018
,,67,27,1,0.471332678392157
,,67,27,2,0.00838730533681625
,,67,28,8,0.000216562786125219
,,67,28,9,7.47117438722356e-06
,,67,29,7,0.000132673779603827
,,67,29,8,0.000133836433458135
,,67,30,6,6.38081261508842e-06
,,67,30,7,0.000364714113374965
,,67,30,8,9.45694060411711e-06
,,67,31,9,3.52723927758671e-05
,,67,31,10,7.92298139113776e-05
,,67,32,12,4.25621483226631e-05
,,67,32,13,2.57053292750751e-05
,,67,33,5,0.0021841349897117
,,67,33,6,0.00121551225896009
,,67,34,14,1.02191446903779e-06
,,67,34,15,2.01398880092463e-05
,,67,34,16,1.49689575942246e-07
,,67,35,17,1.80266363010232e-06
,,67,35,18,9.06694373038653e-06
,,67,36,12,2.79880516315119e-05
,,67,36,13,1.58563206303379e-05
,,67,37,3,0.0065765505184791
,,67,37,4,0.000551878943511204
,,67,38,2,0.0155609343695125
,,67,38,3,0.0150885982652327
,,67,39,3,0.00984624612300034
,,67,39,4,0.00234347742954386
,,67,40,2,0.0034312775639378
,,67,40,3,0.0169829925306567
,,67,41,14,3.93443277043618e-05
,,67,41,15,5.58333818978359e-06
,,67,42,10,3.92652263235662e-05
,,67,42,11,0.000109607059428869
,,67,43,11,6.10290995686228e-05
,,67,43,12,0.000146851450094157
,,67,44,5,0.000858965950878768
,,67,44,6,0.00117041629438215
,,67,45,3,0.000336686669611214
,,67,45,4,0.00644574851654782
,,67,45,5,4.65136118287086e-05
,,67,46,4,0.00202585741379204
,,67,46,5,0.000431701040148302
,,67,47,9,2.52998452373723e-06
,,67,47,10,0.000202602800157161
,,67,47,11,6.22286265143544e-06
,,67,48,1,0.0851582924398809
,,67,48,2,0.0673957978559681
,,67,49,1,0.000255827650918363
,,67,49,2,0.0269623406633681
,,67,49,3,0.00129555010303963
,,67,50,9,0.000134938284881389
,,67,50,10,0.000149582407237541
,,67,51,9,3.26794901695621e-05
,,67,51,10,8.00178993904439e-05
,,67,52,6,0.00032189888579945
,,67,52,7,0.000211330231720444
,,67,53,7,0.000592315851790407
,,67,53,8,0.000176662044465094
,,67,54,9,0.000168955888905264
,,67,54,10,0.000125360100281359
,,67,55,10,1.43665862491862e-05
,,67,55,11,9.9898580168506e-05
,,67,56,9,5.20729559446248e-05
,,67,56,10,4.60145871632202e-05
,,67,57,10,4.60014709784975e-06
,,67,57,11,0.000164760167691629
,,67,57,12,8.59585394336164e-10
,,67,58,11,3.19736955203543e-05
,,67,58,12,0.00010037322987431
,,67,59,10,2.0332591836526e-05
,,67,59,11,5.73661267574872e-05
,,67,60,5,0.000206808866786973
,,67,60,6,0.000475708735610122
,,67,61,8,0.000469101630408585
,,67,61,9,4.22431844627815e-05
,,67,62,7,0.000442639651605882
,,67,62,8,0.000278158818998253
,,67,63,1,0.12901509534317
,,67,63,2,0.0731815083654588
,,67,64,8,8.32102720185936e-05
,,67,64,9,9.92691331034394e-05
,,67,65,7,0.000301901093252563
,,67,65,8,4.52462584481597e-05
,,67,66,4,0.0043215022856159
,,67,66,5,0.000965431320016219
,,67,67,11,6.61969010602756e-05
,,67,67,12,7.38952670067855e-05
,,67,68,9,2.44021942373439e-05
,,67,68,10,0.00014198268524773
,,67,69,6,0.000498914130263865
,,67,69,7,2.08590378723704e-05
,,67,70,11,4.05447962965495e-06
,,67,70,12,4.74036547533025e-05
,,67,70,13,3.07943967562981e-08
,,68,01,15,3.25546559452758e-06
,,68,01,16,3.20827804544463e-05
,,68,02,15,8.7704724342327e-06
,,68,02,16,6.91309986362466e-06
,,68,03,9,5.41864489836497e-05
,,68,03,10,2.78005500554222e-05
,,68,04,12,1.19969783711455e-05
,,68,04,13,4.47876392166021e-06
,,68,05,8,5.75386803259315e-05
,,68,05,9,7.64591748471896e-06
,,68,06,4,0.00088509585752321
,,68,06,5,0.000854806955514773
,,68,07,5,0.000687271995369178
,,68,07,6,0.000154559151735728
,,68,08,7,1.79175684879112e-06
,,68,08,8,1.05758784463756e-06
,,68,09,7,1.97687438060753e-06
,,68,09,8,1.16685381541392e-06
,,68,10,7,5.9714400033202e-05
,,68,10,8,3.52465367538839e-05
,,68,11,7,0.000115459935166077
,,68,11,8,0.000116143496622832
,,68,12,6,3.34558814671928e-05
,,68,12,7,0.000288981206518832
,,68,13,7,2.91815475454629e-05
,,68,13,8,0.000171424947586444
,,68,14,7,0.000113877578734838
,,68,14,8,0.000215994069353324
,,68,15,4,0.000490433503364548
,,68,15,5,2.3139515338908e-07
,,68,16,9,2.42575594227585e-05
,,68,16,10,1.78388437607865e-05
,,68,17,13,7.59706769454395e-06
,,68,17,14,1.72768956657744e-05
,,68,18,13,2.52302474242164e-05
,,68,18,14,3.48053250443066e-06
,,68,19,11,1.35189737991858e-05
,,68,19,12,3.1785906811462e-05
,,68,20,11,4.11044367360994e-05
,,68,20,12,1.08167954203005e-05
,,68,21,9,2.33446548901363e-06
,,68,21,10,3.25378966215219e-05
,,68,21,11,6.13703809259098e-08
,,68,22,10,2.7494067255257e-06
,,68,22,11,5.50262632427242e-05
,,68,23,7,2.25158477998769e-08
,,68,23,8,6.78042495826053e-05
,,68,23,9,6.20958293763445e-06
,,68,24,6,7.88716221011262e-06
,,68,24,7,0.000291695748598658
,,68,24,8,2.51309988717882e-06
,,68,25,4,1.8216485789464e-05
,,68,25,5,0.000948003032374706
,,68,25,6,2.47607114933255e-05
,,68,26,3,0.000679235660777934
,,68,26,4,0.000861772683220334
,,68,27,1,0.0105844519451693
,,68,27,2,0.0280784982734127
,,68,28,8,6.78535589566687e-05
,,68,28,9,6.18278941137091e-06
,,68,29,7,7.29819145751585e-05
,,68,29,8,2.69593845005327e-05
,,68,30,6,6.78257035511751e-05
,,68,30,7,9.64771061543047e-05
,,68,31,9,4.01150341485128e-05
,,68,31,10,6.28785165790241e-06
,,68,32,11,7.72781913546936e-09
,,68,32,12,2.45946227237496e-05
,,68,32,13,9.68489190522974e-07
,,68,33,6,0.000631567138642959
,,68,33,7,7.98838550143764e-05
,,68,34,14,5.5818711431371e-06
,,68,34,15,2.77310069313519e-06
,,68,35,17,3.431679757203e-06
,,68,35,18,7.05886774636789e-07
,,68,36,11,9.76178201398292e-07
,,68,36,12,1.62133881607592e-05
,,68,36,13,2.6938528193622e-08
,,68,37,4,0.000986245399239247
,,68,38,2,0.0125766344810776
,,68,38,3,0.00266582293129193
,,68,39,2,0.00759932255332331
,,68,39,3,0.00398858415857987
,,68,40,2,0.0136962723609712
,,68,40,3,0.00167907691530782
,,68,41,13,7.41156057806701e-06
,,68,41,14,1.05624498893031e-05
,,68,42,9,1.63263647686595e-06
,,68,42,10,6.12131336670805e-05
,,68,42,11,1.37048718255168e-06
,,68,43,10,7.3333803576606e-06
,,68,43,11,8.33744940911741e-05
,,68,44,4,0.000202822206137345
,,68,44,5,0.000981241284409386
,,68,45,3,0.00269179495886659
,,68,45,4,0.00129097286862351
,,68,46,3,0.00121916402779874
,,68,46,4,0.00063153156297345
,,68,47,9,7.61904960579715e-05
,,68,47,10,1.95388275344632e-05
,,68,48,1,0.127231795465001
,,68,48,2,0.00209990574939859
,,68,49,1,0.0111313776116391
,,68,49,2,0.0135247568770058
,,68,50,8,4.90225111572062e-05
,,68,50,9,8.93166029641298e-05
,,68,51,8,8.11835188450671e-06
,,68,51,9,4.64882297081709e-05
,,68,52,5,0.00014615852976014
,,68,52,6,0.000165117006701748
,,68,53,6,0.00023839521380925
,,68,53,7,0.000168221279143279
,,68,54,8,5.54750890228713e-05
,,68,54,9,8.53386369724091e-05
,,68,55,9,8.85990339020611e-07
,,68,55,10,5.02890716822225e-05
,,68,55,11,8.05981086087724e-07
,,68,56,8,2.01783205569537e-05
,,68,56,9,2.81659476078637e-05
,,68,57,10,7.45678488472844e-05
,,68,57,11,3.2976356582664e-06
,,68,58,11,4.81310401008982e-05
,,68,58,12,5.33093388779388e-06
,,68,59,9,1.53224370227541e-07
,,68,59,10,3.07609767310291e-05
,,68,59,11,1.80818692617468e-06
,,68,60,5,0.000285925254277579
,,68,60,6,3.41447607735968e-05
,,68,61,7,0.000212711925083713
,,68,61,8,5.2348561123547e-05
,,68,62,6,0.0001846696682964
,,68,62,7,0.00020154164397166
,,68,63,0,0.318612871385011
,,68,63,1,0.424038504979623
,,68,64,7,1.03682753327963e-05
,,68,64,8,7.49505741258699e-05
,,68,65,6,7.66598734247201e-05
,,68,65,7,9.17412522744148e-05
,,68,66,3,0.000255439374754255
,,68,66,4,0.00225214173928712
,,68,67,10,9.35371605419004e-06
,,68,67,11,5.11587692629629e-05
,,68,68,8,1.62501436564528e-07
,,68,68,9,6.90053328640144e-05
,,68,68,10,4.9538006489889e-06
,,68,69,5,1.30568432150957e-05
,,68,69,6,0.00018420586455658
,,68,70,11,1.74602003043276e-05
,,68,70,12,4.00549647356881e-06
,,69,01,16,1.48781228817034e-06
,,69,01,17,3.67027690809827e-07
,,69,02,15,9.31572175461267e-07
,,69,02,16,5.38139615013375e-08
,,69,03,9,4.57277075656419e-06
,,69,03,10,5.47659416240657e-07
,,69,04,11,3.50025170234042e-07
,,69,04,12,8.25701711669914e-07
,,69,05,7,1.50317468090787e-06
,,69,05,8,3.32414931139422e-06
,,69,06,4,2.86235320761703e-05
,,69,06,5,5.98241483893663e-05
,,69,07,4,2.16138869724013e-05
,,69,07,5,5.2661760798717e-05
,,69,08,6,6.25624551327204e-08
,,69,08,7,1.39602767338825e-07
,,69,09,6,1.00951734081619e-07
,,69,09,7,2.25265159680034e-07
,,69,10,6,2.51370195764761e-06
,,69,10,7,5.60911090858223e-06
,,69,11,6,6.96008305405048e-06
,,69,11,7,1.37941384750525e-05
,,69,12,7,2.74195394004864e-06
,,69,12,8,9.12410354794648e-06
,,69,13,8,2.62674171510668e-06
,,69,13,9,5.2819828007777e-06
,,69,14,6,6.98232611258343e-06
,,69,14,7,2.27902523211733e-05
,,69,15,3,6.28185066973367e-05
,,69,15,4,5.8039794253829e-06
,,69,16,8,1.65647640567204e-06
,,69,16,9,1.88436477915516e-06
,,69,17,13,6.42499607427351e-07
,,69,17,14,8.32549394498728e-07
,,69,18,13,1.1310755655615e-06
,,69,18,14,4.50195950969077e-07
,,69,19,12,2.01032053452886e-06
,,69,19,13,2.1814770098125e-07
,,69,20,11,2.22373004969927e-06
,,69,20,12,7.24806041337877e-07
,,69,21,10,8.17946246735163e-07
,,69,21,11,7.93465213735106e-07
,,69,22,11,2.43076474922759e-06
,,69,22,12,5.51913780609401e-07
,,69,23,8,4.26179820389646e-07
,,69,23,9,2.7107618841842e-06
,,69,24,7,8.79341499289454e-06
,,69,24,8,5.19944368797368e-06
,,69,25,5,5.71265200865876e-06
,,69,25,6,2.86594781787632e-05
,,69,26,3,9.98622892600789e-07
,,69,26,4,5.41102688388126e-05
,,69,26,5,1.54717853672689e-06
,,69,27,2,0.00035237286423957
,,69,27,3,0.000297033361857772
,,69,28,8,3.045527182659e-06
,,69,28,9,9.41107567620438e-07
,,69,29,7,5.11789337971007e-06
,,69,29,8,9.45370199084557e-07
,,69,30,6,9.68358628317107e-06
,,69,30,7,1.91770812362247e-06
,,69,31,8,4.34952530935213e-07
,,69,31,9,2.70198917363863e-06
,,69,32,11,2.66581342766972e-07
,,69,32,12,1.33668785178448e-06
,,69,33,6,7.00077725961953e-07
,,69,33,7,2.54069807591517e-05
,,69,33,8,2.11763587170752e-07
,,69,34,13,5.76871603320647e-08
,,69,34,14,4.97202264512124e-07
,,69,35,16,5.7023669311253e-08
,,69,35,17,2.09973371527368e-07
,,69,36,11,5.80097006476964e-07
,,69,36,12,5.57547170037321e-07
,,69,37,4,8.87144259431344e-07
,,69,37,5,2.64351049363487e-05
,,69,38,2,0.000710889750988258
,,69,38,3,0.000157123685748688
,,69,39,1,0.00115996555486825
,,69,39,2,0.00141206692176128
,,69,40,1,0.000300237144865901
,,69,40,2,0.00136431133337567
,,69,41,12,4.50124846421995e-08
,,69,41,13,1.16137896931754e-06
,,69,41,14,1.48638082766635e-08
,,69,42,9,3.31176808100071e-06
,,69,42,10,1.40893242023972e-06
,,69,43,9,1.06384783114746e-09
,,69,43,10,6.2806008170756e-06
,,69,43,11,5.24562625689866e-07
,,69,44,3,2.19103750724359e-06
,,69,44,4,0.000118323613830025
,,69,44,5,3.37540432020731e-06
,,69,45,2,1.73973016640783e-05
,,69,45,3,0.000348045076739184
,,69,45,4,1.6625965760593e-07
,,69,46,2,0.000125334966875158
,,69,46,3,0.000154444892822996
,,69,47,8,3.40619520556069e-06
,,69,47,9,4.06356134927121e-06
,,69,48,1,0.00578492719849183
,,69,48,2,0.000404727874671877
,,69,49,1,0.0015446998630424
,,69,49,2,0.000668427705038971
,,69,50,7,2.74603563636718e-06
,,69,50,8,9.12002185162794e-06
,,69,51,7,1.67852390745244e-07
,,69,51,8,4.48379137559025e-06
,,69,52,4,1.0873103342712e-05
,,69,52,5,2.2650944212764e-05
,,69,53,5,1.43021859471187e-05
,,69,53,6,2.40390799816311e-05
,,69,54,7,2.30019856714368e-06
,,69,54,8,9.48960170936831e-06
,,69,55,9,3.54195685791313e-06
,,69,55,10,5.53538594667747e-07
,,69,56,7,1.27449055115124e-06
,,69,56,8,2.9386548557837e-06
,,69,57,9,5.17885301776181e-06
,,69,57,10,1.05715188631032e-06
,,69,58,10,1.10714271570289e-06
,,69,58,11,2.53709289843301e-06
,,69,59,9,1.08382804075062e-06
,,69,59,10,1.24697968021404e-06
,,69,60,4,3.84904809708247e-06
,,69,60,5,2.02998015774093e-05
,,69,61,6,1.68826353976076e-05
,,69,61,7,7.74124244864822e-06
,,69,62,5,1.23947857336158e-05
,,69,62,6,2.4898139291157e-05
,,69,63,0,0.983796585399453
,,69,63,1,0.000297106703508037
,,69,64,7,6.08206551320773e-06
,,69,64,8,7.49283092144897e-07
,,69,65,5,8.35895685866305e-07
,,69,65,6,1.30050011805738e-05
,,69,65,7,4.28423657977406e-08
,,69,66,3,6.51982381476582e-05
,,69,66,4,0.000113140811522486
,,69,67,9,2.10427253754043e-08
,,69,67,10,4.20804819765387e-06
,,69,67,11,2.47077797453908e-07
,,69,68,8,3.31372582610295e-06
,,69,68,9,2.32792818029912e-06
,,69,69,5,1.65864402132828e-06
,,69,69,6,1.01393031742158e-05
,,69,70,10,4.37096824936113e-07
,,69,70,11,1.08242327090287e-06
,,70,01,16,6.55397917556725e-06
,,70,01,17,1.84996358635231e-05
,,70,02,14,2.85333137736815e-06
,,70,02,15,1.30347113830085e-05
,,70,03,9,8.00930971689307e-05
,,70,03,10,1.61588850777686e-07
,,70,04,10,6.0092468031485e-07
,,70,04,11,2.07529147816649e-05
,,70,04,12,4.26788658268106e-07
,,70,05,7,7.99250249305707e-05
,,70,05,8,1.09344870848858e-05
,,70,06,4,3.45496501300397e-05
,,70,06,5,0.00101320148096965
,,70,06,6,4.96287218724881e-06
,,70,07,4,0.00148018301030298
,,70,07,5,0.00016555386386331
,,70,08,5,2.17887891705329e-07
,,70,08,6,3.38569507291034e-06
,,70,08,7,1.11015617972937e-08
,,70,09,5,5.61219944708469e-07
,,70,09,6,8.72062961712531e-06
,,70,09,7,2.85946036252479e-08
,,70,10,5,1.0955522538257e-05
,,70,10,6,0.00017023460270614
,,70,10,7,5.58192607804878e-07
,,70,11,5,7.91845360626579e-05
,,70,11,6,0.00042721161953603
,,70,12,8,4.18742815088244e-05
,,70,12,9,7.63945755911781e-05
,,70,13,9,4.22359664167492e-05
,,70,13,10,4.09155933145584e-05
,,70,14,5,9.08597580439097e-05
,,70,14,6,0.00064832056931104
,,70,15,2,0.00257239908934475
,,70,15,3,0.00063579326872707
,,70,16,7,2.88551978706782e-05
,,70,16,8,5.14549452741388e-05
,,70,17,13,1.11575290518872e-05
,,70,17,14,1.11509725009967e-05
,,70,18,13,1.07422165776458e-05
,,70,18,14,1.14791313839897e-05
,,70,19,12,7.2350689376592e-06
,,70,19,13,2.09728079823659e-05
,,70,20,11,2.71626677136562e-05
,,70,20,12,1.52475400461669e-05
,,70,21,10,1.12796000543766e-08
,,70,21,11,1.76586668506309e-05
,,70,21,12,1.53753400694836e-06
,,70,22,11,1.41237359004745e-05
,,70,22,12,2.51290422720978e-05
,,70,23,9,1.6139123123437e-05
,,70,23,10,1.8548169175022e-05
,,70,24,7,1.16243361609198e-05
,,70,24,8,0.000152092939370033
,,70,24,9,1.41762153026154e-07
,,70,25,6,0.000132781664099942
,,70,25,7,0.000188488503607221
,,70,26,4,0.000172969951536524
,,70,26,5,0.000341654479665385
,,70,27,3,0.00262741088244574
,,70,27,4,0.000991854259138986
,,70,28,8,2.69765750143201e-05
,,70,28,9,2.65254721646865e-05
,,70,29,7,7.61649543278832e-05
,,70,29,8,1.4069085206362e-05
,,70,30,5,2.95057403931171e-06
,,70,30,6,0.000197647715657428
,,70,30,7,1.99428731756099e-08
,,70,31,8,2.69765750143201e-05
,,70,31,9,2.65254721646865e-05
,,70,32,11,1.06055644026662e-05
,,70,32,12,1.49726604003535e-05
,,70,33,7,3.82176927345996e-05
,,70,33,8,0.000223281528591539
,,70,34,13,6.49891401792145e-06
,,70,34,14,2.99336291318681e-06
,,70,35,16,3.59621286889522e-06
,,70,35,17,8.47749779136377e-07
,,70,36,11,1.77889254786091e-05
,,70,36,12,1.42297817406156e-06
,,70,37,5,3.11044992748118e-05
,,70,37,6,0.000188363093435303
,,70,38,2,0.00422009403389202
,,70,38,3,0.00444354601056597
,,70,39,0,0.0332587750147195
,,70,39,1,0.195259217384008
,,70,40,1,0.00775074491109179
,,70,40,2,0.0204318124748178
,,70,41,12,1.33307539351692e-05
,,70,41,13,8.09669160586513e-06
,,70,42,8,1.63273535699513e-05
,,70,42,9,7.3430074557405e-05
,,70,43,9,8.89752930312002e-05
,,70,43,10,4.47983024740925e-05
,,70,44,3,0.00251785854931579
,,70,44,4,0.000980871217831065
,,70,45,2,0.00200502580735189
,,70,45,3,0.00517193211451786
,,70,46,1,0.00228054001227467
,,70,46,2,0.011210033101455
,,70,47,7,1.85452175037841e-05
,,70,47,8,0.000134060357637405
,,70,48,1,0.010408392339817
,,70,48,2,0.0212975306177392
,,70,49,1,0.00951643587165397
,,70,49,2,0.0115625833558246
,,70,50,6,2.87075443900392e-05
,,70,50,7,0.000246950328113849
,,70,51,7,0.000102764698546084
,,70,51,8,4.0105030322813e-06
,,70,52,3,0.000167421647165423
,,70,52,4,0.000873505655792084
,,70,53,4,0.000140543281699999
,,70,53,5,0.000847805883985468
,,70,54,6,1.25059139274796e-05
,,70,54,7,0.000251150886690967
,,70,54,8,4.44414872121077e-07
,,70,55,8,5.29259475366622e-05
,,70,55,9,3.23193439244646e-05
,,70,56,6,1.8522360562224e-05
,,70,56,7,8.12638200461554e-05
,,70,57,8,8.84683628329179e-05
,,70,57,9,4.45680113578754e-05
,,70,58,10,5.4496102138927e-05
,,70,58,11,9.13513983253556e-06
,,70,59,8,5.80422852242996e-07
,,70,59,9,4.08238680472893e-05
,,70,59,10,1.17225249025547e-06
,,70,60,4,0.000189983713623985
,,70,60,5,0.00024171464756586
,,70,61,5,0.000358184745107954
,,70,61,6,0.000274970778514871
,,70,62,4,0.000171219890941537
,,70,62,5,0.000832217777141064
,,70,63,0,0.272388473754464
,,70,63,1,0.362518942447088
,,70,64,6,5.90122992538091e-05
,,70,64,7,8.26226397946857e-05
,,70,65,5,0.00018694687762092
,,70,65,6,0.000104775940285782
,,70,66,3,0.00113368683525104
,,70,66,4,0.00162308231407719
,,70,67,9,5.52344341999316e-05
,,70,67,10,3.09780977598233e-05
,,70,68,7,1.3507130712119e-05
,,70,68,8,9.7709670534585e-05
,,70,69,5,1.11625546700326e-05
,,70,69,6,0.00015748125329989
,,70,70,9,3.7212804165645e-08
,,70,70,10,2.58129394483348e-05
,,70,70,11,1.87477402437742e-06
,,71,01,17,1.87105075445206e-05
,,71,01,18,2.15189838201309e-06
,,71,02,14,7.77878526780205e-06
,,71,02,15,7.92355525751388e-06
,,71,03,9,7.53293797187744e-05
,,71,04,10,1.69718718641469e-05
,,71,04,11,8.02953175539035e-06
,,71,05,6,1.54944698728499e-05
,,71,05,7,8.72277488725454e-05
,,71,06,5,0.000464111369211623
,,71,06,6,0.000260115096466462
,,71,07,3,0.000334593754752994
,,71,07,4,0.00175337690358959
,,71,08,5,3.10361647752386e-06
,,71,08,6,6.97965773829389e-07
,,71,09,5,1.42813100847674e-05
,,71,09,6,3.21169375043553e-06
,,71,10,5,0.000204393955772426
,,71,10,6,4.59657262873436e-05
,,71,11,4,2.68554705971967e-05
,,71,11,5,0.00078222710617771
,,71,11,6,3.7748748625142e-06
,,71,12,9,3.59116319156849e-05
,,71,12,10,3.9852629058088e-05
,,71,13,10,3.7250604074162e-05
,,71,13,11,1.83096715284471e-05
,,71,14,4,2.1854493397272e-05
,,71,14,5,0.00120774702660638
,,71,15,1,0.010046347433696
,,71,15,2,0.0046755704626528
,,71,16,6,2.97363577417868e-05
,,71,16,7,8.89127267089559e-05
,,71,17,13,1.02887358564726e-05
,,71,17,14,1.02826898385839e-05
,,71,18,13,3.4318092221364e-06
,,71,18,14,1.56431839581005e-05
,,71,19,13,1.77949532264337e-05
,,71,19,14,4.22743383031602e-06
